ICAO,MOF,N,N_VALID,TXOT,REF,ADD_TXOT,AVG_ADD_TXOT
SBCF,2021-07-01T00:00:00Z,2760,2760,33711.399999999994,29984.89999999992,5209.999999999995,1.8876811594202882
SBCF,2021-08-01T00:00:00Z,2751,2751,33085.90000000003,29876.100000000042,4741.12000000001,1.7234169392948055
SBCF,2021-09-01T00:00:00Z,2986,2986,36932.600000000006,32287.799999999992,6056.040000000006,2.0281446751507053
SBCF,2021-10-01T00:00:00Z,3047,3047,37221.499999999956,33005.79999999997,6156.170000000006,2.020403675746638
SBCF,2021-11-01T00:00:00Z,3076,3076,38115.49999999998,32175.199999999957,7519.569999999984,2.4445936280884215
SBCF,2021-12-01T00:00:00Z,3584,3584,47542.9,36935.59999999973,11634.349999999984,3.2461914062499955
SBCF,2022-01-01T00:00:00Z,3335,3335,46691.90000000003,34343.599999999664,12719.999999999965,3.814092953523228
SBCF,2022-02-01T00:00:00Z,2761,2761,35090.90000000002,28512.69999999982,7465.040000000013,2.7037450199203232
SBCF,2022-03-01T00:00:00Z,3193,3193,39113.60000000004,32945.49999999958,7546.440000000012,2.363432508612594
SBCF,2022-04-01T00:00:00Z,3394,3394,43158.50000000012,35045.69999999958,9457.879999999986,2.786647024160279
SBCF,2022-05-01T00:00:00Z,3715,3715,46927.399999999885,38380.49999999968,10111.759999999997,2.7218734858681013
SBCF,2022-06-01T00:00:00Z,3585,3585,43524.29999999991,36691.19999999935,8654.609999999991,2.4141171548117133
SBCT,2019-01-01T00:00:00Z,2414,2414,30729.30000000004,21851.30000000003,9705.549999999985,4.020526097763042
SBCT,2019-02-01T00:00:00Z,2345,2345,32435.2,21837.599999999966,11175.609999999988,4.765718550106604
SBCT,2019-03-01T00:00:00Z,2453,2453,33641.59999999999,22810.40000000001,11496.629999999976,4.686763147166725
SBCT,2019-04-01T00:00:00Z,2369,2369,32655.699999999946,22289.7,10771.650000000025,4.54691853102576
SBCT,2019-05-01T00:00:00Z,2372,2372,31725.3,21664.499999999978,10453.779999999986,4.40715851602023
SBCT,2019-06-01T00:00:00Z,2282,2282,30515.20000000003,20997.000000000004,9878.239999999983,4.328764241893069
SBCT,2019-07-01T00:00:00Z,2564,2564,33289.59999999996,23278.999999999985,10418.049999999974,4.063202028081113
SBCT,2019-08-01T00:00:00Z,2561,2561,33400.599999999955,23897.900000000096,10795.519999999993,4.215353377586878
SBCT,2019-09-01T00:00:00Z,2552,2552,31900.199999999975,23885.099999999977,8842.269999999993,3.4648393416927874
SBCT,2019-10-01T00:00:00Z,2637,2637,34108.09999999998,24385.199999999906,11094.870000000004,4.207383390216156
SBCT,2019-11-01T00:00:00Z,2570,2570,31292.499999999924,24505.89999999999,7775.160000000009,3.0253540856031162
SBCT,2019-12-01T00:00:00Z,2628,2628,30938.39999999996,24502.899999999918,8257.449999999995,3.1421042617960406
SBCT,2020-01-01T00:00:00Z,2555,2555,30388.199999999983,23684.700000000008,9104.740000000009,3.563499021526422
SBCT,2020-02-01T00:00:00Z,2248,2248,27527.599999999995,21459.199999999953,7020.7000000000035,3.123087188612101
SBCT,2020-03-01T00:00:00Z,1713,1713,20929.599999999977,16422.600000000024,5443.040000000001,3.1774897840046705
SBCT,2020-04-01T00:00:00Z,130,130,1300.3000000000002,1195.7999999999993,170.79999999999998,1.3138461538461537
SBCT,2020-05-01T00:00:00Z,149,149,1586.7,1280.3,344.96,2.315167785234899
SBCT,2020-06-01T00:00:00Z,219,219,2203.6999999999994,1897.4999999999973,381.8099999999999,1.743424657534246
SBCT,2020-07-01T00:00:00Z,246,246,2190.2999999999993,2205.4999999999955,243.1599999999998,0.9884552845528447
SBCT,2020-08-01T00:00:00Z,341,341,3728.0999999999976,3206.3999999999987,611.53999999999985,1.793372434017595
SBCT,2020-09-01T00:00:00Z,492,492,5443.699999999994,4717.099999999998,839.5199999999996,1.7063414634146334
SBCT,2020-10-01T00:00:00Z,892,892,10168.900000000005,8758.899999999996,1664.0400000000002,1.865515695067265
SBCT,2020-11-01T00:00:00Z,1095,1095,12608.200000000012,10687.300000000017,2176.659999999999,1.9878173515981725
SBCT,2020-12-01T00:00:00Z,1191,1191,13445.500000000002,11224.500000000002,2519.2399999999993,2.1152308984047012
SBCT,2021-01-01T00:00:00Z,1164,1164,12674.700000000008,11040.500000000007,1999.8500000000001,1.7180841924398627
SBCT,2021-02-01T00:00:00Z,965,965,10890.89999999999,9174.000000000002,1983.3999999999996,2.0553367875647663
SBCT,2021-03-01T00:00:00Z,762,762,8345.499999999998,7088.999999999998,1437.8500000000001,1.886942257217848
SBCT,2021-04-01T00:00:00Z,519,519,5858.999999999996,5185.1,808.2199999999998,1.5572639691714831
SBCT,2021-05-01T00:00:00Z,717,717,7808.600000000002,6835.300000000002,1140.479999999999,1.5906276150627603
SBCT,2021-06-01T00:00:00Z,911,911,10092.29999999999,8621.10000000002,1675.0199999999966,1.8386608122941785
SBCT,2021-07-01T00:00:00Z,1101,1101,12018.600000000006,10109.900000000014,2201.729999999999,1.9997547683923698
SBCT,2021-08-01T00:00:00Z,1215,1215,13993.200000000003,11578.000000000015,2705.7699999999986,2.2269711934156367
