ICAO,MOF,PHASE,N,TOT_ADD_FUEL,TOT_TXX_FUEL
SBCT,2022-02-01T00:00:00Z,ARR,1393,16592.074902454133,51189.07612556801
SBCT,2022-02-01T00:00:00Z,DEP,1380,34411.53616652357,168602.9191837335
SBCT,2022-03-01T00:00:00Z,ARR,1785,22175.135349730033,69963.8761641093
SBCT,2022-03-01T00:00:00Z,DEP,1774,46728.44039697544,209832.6101554738
SBCT,2022-04-01T00:00:00Z,ARR,1970,22616.51549873516,74541.66724131924
SBCT,2022-04-01T00:00:00Z,DEP,1927,53332.05528244194,235464.1638465694
SBCT,2022-05-01T00:00:00Z,ARR,2248,32042.069733957185,97240.43037052033
SBCT,2022-05-01T00:00:00Z,DEP,2220,63865.63835280336,270840.2881810782
SBCT,2022-06-01T00:00:00Z,ARR,2073,26364.981589946157,88688.29943539533
SBCT,2022-06-01T00:00:00Z,DEP,2054,53036.52270707994,248310.56960427345
