APT_ICAO,DATE,PHASE,N_VALID,(-1e+09.-60],(-60.-55],(-55.-50],(-50.-45],(-45.-40],(-40.-35],(-35.-30],(-30.-25],(-25.-20],(-20.-15],(-15.-10],(-10.-5],(-5.0],(0.5],(5.10],(10.15],(15.20],(20.25],(25.30],(30.35],(35.40],(40.45],(45.50],(50.55],(55.60],(60.1e+09],EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
SBSV,2019-06,ARR,1852,7,0,1,1,2,11,6,24,93,174,293,270,247,227,129,98,61,47,29,20,23,11,6,14,5,52,0.304,0.13337,0.12257,0.12257,0.25594,0.68251
SBSV,2020-06,ARR,288,1,0,0,0,3,6,4,8,17,35,55,43,40,34,20,7,4,3,0,2,0,2,0,2,0,2,0.34028,0.13889,0.11806,0.09375,0.25694,0.69097
SBSV,2021-06,ARR,1459,0,1,0,0,1,8,27,69,162,271,293,218,151,113,47,39,19,11,7,2,5,2,0,0,1,12,0.35024,0.1035,0.07745,0.05894,0.18095,0.59013
SBSV,2019-07,ARR,2580,1,0,0,0,0,6,17,29,100,265,401,401,349,313,215,144,97,65,38,20,21,18,10,7,6,56,0.31085,0.13527,0.12132,0.13915,0.25659,0.70659
SBSV,2020-07,ARR,487,0,0,0,0,0,0,6,9,30,71,91,77,74,46,33,21,2,5,3,1,1,1,0,3,2,10,0.34497,0.15195,0.09446,0.11088,0.24641,0.70226
SBSV,2021-07,ARR,1988,0,0,1,2,2,3,19,67,179,320,398,352,225,175,78,56,23,17,11,11,6,10,3,3,2,25,0.37726,0.11318,0.08803,0.0674,0.20121,0.64588
SBSV,2019-08,ARR,2358,0,0,0,0,2,4,5,31,107,229,355,392,346,321,190,120,79,44,31,25,17,12,9,2,3,34,0.31679,0.14673,0.13613,0.13147,0.28287,0.73113
SBSV,2020-08,ARR,629,0,0,0,0,0,0,6,17,34,104,118,113,75,57,37,19,7,6,7,6,0,2,1,0,2,16,0.36725,0.11924,0.09062,0.08903,0.20986,0.66614
SBSV,2021-08,ARR,1800,0,0,1,1,0,2,13,65,164,323,357,331,193,144,60,55,21,13,12,10,4,3,5,1,1,20,0.38222,0.10722,0.08,0.06389,0.18722,0.63333
SBSV,2019-09,ARR,2287,0,0,0,0,1,10,25,44,98,240,334,320,331,314,162,110,77,53,31,25,27,17,16,5,7,40,0.28596,0.14473,0.1373,0.11893,0.28203,0.68693
SBSV,2020-09,ARR,917,0,0,1,2,5,3,9,28,53,117,179,146,136,100,60,23,12,7,4,6,4,2,2,1,1,16,0.35442,0.14831,0.10905,0.09051,0.25736,0.70229
SBSV,2021-09,ARR,1957,0,0,0,0,1,4,12,28,101,282,427,344,281,189,98,56,41,18,14,14,8,7,4,2,3,23,0.39397,0.14359,0.09658,0.07869,0.24016,0.71283
SBSV,2019-10,ARR,2394,0,0,0,1,2,3,16,39,117,226,348,387,323,309,190,133,84,61,32,32,16,16,10,5,9,35,0.30702,0.13492,0.12907,0.13492,0.26399,0.70593
SBSV,2020-10,ARR,1413,3,2,0,0,1,3,11,47,90,191,235,239,207,156,70,50,35,25,7,9,4,2,2,2,2,17,0.33546,0.1465,0.1104,0.08493,0.2569,0.67728
SBSV,2021-10,ARR,2062,1,0,0,0,2,2,11,40,168,280,410,342,272,189,93,64,40,32,18,14,9,4,7,4,6,51,0.36469,0.13191,0.09166,0.07614,0.22357,0.6644
SBSV,2019-11,ARR,2477,2,0,0,0,0,3,15,37,107,210,333,379,370,313,166,138,104,75,43,34,27,12,16,6,16,68,0.28744,0.14937,0.12636,0.12273,0.27574,0.68591
SBSV,2020-11,ARR,1540,1,0,1,0,0,0,5,14,66,142,225,250,235,225,100,73,58,35,26,19,13,7,11,2,5,27,0.30844,0.1526,0.1461,0.11234,0.2987,0.71948
SBSV,2021-11,ARR,2189,0,0,0,0,0,3,4,46,131,277,355,323,294,248,128,88,68,57,28,27,15,9,11,10,2,64,0.30973,0.13431,0.11329,0.09868,0.2476,0.65601
SBSV,2019-12,ARR,2777,0,0,0,1,0,3,6,47,123,246,343,412,350,320,205,161,114,93,63,52,42,36,23,17,12,107,0.27188,0.12604,0.11523,0.1318,0.24127,0.64494
SBSV,2020-12,ARR,2093,0,2,3,2,6,5,8,30,89,200,311,337,302,301,134,130,60,31,38,28,18,9,13,5,7,24,0.3096,0.14429,0.14381,0.12613,0.2881,0.72384
SBSV,2021-12,ARR,2657,0,0,0,0,0,3,16,61,130,293,405,379,297,311,176,144,84,65,57,40,36,29,17,13,12,84,0.29507,0.11178,0.11705,0.12044,0.22883,0.64434
SBBR,2019-01,DEP,5513,2,0,0,0,0,3,2,0,0,5,126,995,1493,1147,554,313,235,174,105,71,63,47,32,13,14,116,0.20334,0.27081,0.20805,0.15726,0.47887,0.83947
SBBR,2020-01,DEP,5555,0,0,0,0,0,0,0,0,0,8,206,925,1396,1107,541,381,284,188,125,97,49,47,43,20,20,116,0.2036,0.25131,0.19928,0.16598,0.45059,0.82016
SBBR,2021-01,DEP,3685,0,0,0,0,0,1,0,1,1,11,177,945,1177,642,269,156,99,56,44,30,12,9,10,9,4,31,0.30448,0.3194,0.17422,0.11533,0.49362,0.91343
SBBR,2022-01,DEP,4580,1,0,0,0,0,0,0,1,1,4,73,979,1382,829,400,270,160,106,85,54,34,34,24,22,17,103,0.22969,0.30175,0.181,0.14629,0.48275,0.85873
SBBR,2019-02,DEP,4822,1,0,0,0,0,0,0,2,0,6,95,756,1327,1004,469,331,188,154,103,84,76,49,19,27,25,106,0.17648,0.2752,0.20821,0.16591,0.48341,0.8258
SBBR,2020-02,DEP,4783,0,0,0,0,0,0,1,0,0,11,177,967,1304,973,397,263,177,119,96,57,47,22,20,20,14,115,0.23918,0.27263,0.20343,0.13799,0.47606,0.85323
SBBR,2021-02,DEP,2731,0,0,0,0,0,0,1,0,2,8,152,934,881,380,135,76,46,25,25,7,12,12,6,6,2,21,0.39766,0.32259,0.13914,0.07726,0.46174,0.93665
SBBR,2022-02,DEP,3498,0,0,0,0,0,1,1,0,0,2,79,985,1271,608,220,110,60,41,33,18,11,3,8,9,4,33,0.30417,0.36335,0.17381,0.09434,0.53716,0.93568
SBBR,2019-03,DEP,5147,1,1,0,1,0,0,0,0,1,6,161,1129,1431,988,391,251,179,101,83,61,59,41,39,25,24,170,0.25063,0.27803,0.19196,0.12473,0.46998,0.84535
SBBR,2020-03,DEP,3717,0,0,0,0,0,0,0,0,2,9,243,1125,1025,592,247,138,87,60,37,35,21,16,14,6,8,51,0.36804,0.27576,0.15927,0.10358,0.43503,0.90665
SBBR,2021-03,DEP,2358,0,0,0,0,0,1,0,1,2,7,162,868,840,283,74,38,21,12,10,6,5,5,5,0,2,16,0.43681,0.35623,0.12002,0.0475,0.47625,0.96056
SBBR,2022-03,DEP,3854,0,0,0,0,0,0,0,1,0,4,91,1194,1478,591,178,96,58,40,23,19,16,10,9,6,5,35,0.33342,0.3835,0.15335,0.07109,0.53684,0.94136
SBBR,2019-04,DEP,4773,0,0,0,1,0,0,0,1,1,9,165,1091,1391,899,378,204,154,111,60,51,44,34,26,25,12,114,0.26315,0.29143,0.18835,0.12194,0.47978,0.86486
SBBR,2020-04,DEP,282,0,0,0,0,0,0,0,0,0,4,49,86,62,25,12,9,7,2,2,2,4,2,1,3,1,11,0.47872,0.21986,0.08865,0.07447,0.30851,0.8617
SBBR,2021-04,DEP,1702,2,1,0,0,0,0,0,0,1,7,95,617,612,205,57,29,19,15,10,7,5,3,2,1,1,13,0.41833,0.35958,0.12045,0.05053,0.48002,0.94888
SBBR,2022-04,DEP,3437,0,0,0,0,0,1,0,0,1,13,79,884,1132,657,190,148,88,73,42,34,22,19,11,10,4,28,0.28019,0.32936,0.19116,0.09834,0.52051,0.89904
SBBR,2019-05,DEP,4801,0,0,0,0,1,0,0,1,1,11,231,1392,1417,865,313,160,131,66,43,25,23,15,14,9,15,68,0.33805,0.29515,0.18017,0.09852,0.47532,0.91189
SBBR,2020-05,DEP,347,1,0,0,0,0,0,1,0,2,4,43,114,83,27,24,7,13,4,10,2,4,1,0,0,0,6,0.45245,0.23919,0.07781,0.08934,0.317,0.85879
SBBR,2021-05,DEP,2318,1,0,0,1,0,2,0,0,0,6,108,741,910,303,93,65,27,14,7,6,4,4,3,3,3,17,0.36626,0.39258,0.13072,0.06816,0.5233,0.95772
SBBR,2022-05,DEP,3892,1,0,0,0,1,0,1,0,0,0,81,1101,1344,670,239,138,94,43,36,34,19,9,7,11,8,54,0.3037,0.34532,0.17215,0.09687,0.51747,0.91804
SBBR,2019-06,DEP,4429,0,0,0,0,0,1,1,0,0,14,259,1218,1311,782,284,174,109,71,60,32,21,15,14,7,3,50,0.33348,0.296,0.17656,0.10341,0.47257,0.90946
SBBR,2020-06,DEP,592,0,0,0,0,0,0,0,0,1,4,74,222,166,52,23,8,12,7,7,2,4,0,0,0,0,10,0.5,0.28041,0.08784,0.05236,0.36824,0.92061
SBBR,2021-06,DEP,2628,0,0,0,0,0,1,0,1,0,11,120,777,1081,391,96,48,30,16,6,8,8,4,5,2,3,20,0.34132,0.41134,0.14878,0.05479,0.56012,0.95624
SBBR,2019-07,DEP,5256,2,0,0,0,0,1,0,2,1,0,167,1219,1661,989,376,255,139,129,86,49,42,19,15,14,7,83,0.2637,0.31602,0.18817,0.12005,0.50419,0.88794
SBBR,2020-07,DEP,1256,1,0,0,0,0,0,0,1,1,12,192,461,311,153,49,15,22,7,8,3,2,1,4,2,1,10,0.5199,0.24761,0.12182,0.05096,0.36943,0.94029
SBBR,2021-07,DEP,3468,0,0,0,0,0,1,1,0,1,5,122,1137,1267,517,144,80,54,26,16,10,15,9,4,8,6,43,0.36303,0.36534,0.14908,0.06459,0.51442,0.94204
SBBR,2019-08,DEP,4816,0,0,0,0,0,1,2,0,2,3,202,1207,1471,832,335,204,153,97,59,68,38,31,23,13,9,65,0.29257,0.30544,0.17276,0.11192,0.4782,0.88268
SBBR,2020-08,DEP,1825,0,0,0,0,0,0,0,0,0,3,157,639,552,270,79,45,13,12,17,4,4,2,3,3,6,15,0.43616,0.30247,0.14795,0.06795,0.45041,0.95452
SBBR,2021-08,DEP,3594,1,0,0,0,0,1,1,0,1,5,135,1138,1321,531,157,107,57,36,19,12,17,11,4,8,2,30,0.3542,0.36756,0.14775,0.07346,0.5153,0.94296
SBBR,2019-09,DEP,4861,0,0,0,0,1,1,0,0,0,12,159,1160,1492,879,361,231,140,103,75,55,35,32,23,13,15,71,0.27134,0.30693,0.18083,0.12179,0.48776,0.88089
SBBR,2020-09,DEP,2490,0,0,1,0,0,0,0,0,0,7,160,625,821,490,148,84,47,36,26,12,7,6,4,1,2,13,0.31526,0.32972,0.19679,0.09317,0.52651,0.93494
SBBR,2021-09,DEP,3912,0,0,0,0,0,0,1,1,0,6,112,969,1440,777,231,103,82,55,27,24,17,7,11,11,3,34,0.27633,0.3681,0.19862,0.08538,0.56672,0.92843
SBBR,2019-10,DEP,5206,1,0,0,0,0,0,0,1,1,11,186,1067,1463,1026,461,284,193,140,106,58,40,22,28,10,15,91,0.24068,0.28102,0.19708,0.1431,0.4781,0.86189
SBBR,2020-10,DEP,3150,0,0,0,0,1,0,1,3,2,3,200,862,947,556,208,118,77,57,25,24,15,8,5,1,1,32,0.33714,0.30063,0.17651,0.10349,0.47714,0.91778
SBBR,2021-10,DEP,4101,0,0,0,0,0,0,0,1,1,1,96,788,1418,859,307,205,101,68,47,39,26,27,10,9,12,84,0.21556,0.34577,0.20946,0.12485,0.55523,0.89564
SBBR,2019-11,DEP,5203,9,3,1,0,2,0,0,0,0,1,94,686,1287,1068,566,385,269,222,136,97,67,55,42,32,17,160,0.14991,0.24736,0.20527,0.18278,0.45262,0.78532
SBBR,2020-11,DEP,3076,1,0,0,0,0,0,0,0,1,5,108,601,882,632,265,199,122,71,50,29,14,15,12,11,4,52,0.23049,0.28674,0.20546,0.15085,0.4922,0.87354
SBBR,2021-11,DEP,4265,1,0,0,0,1,1,2,1,0,2,72,695,1261,895,387,263,171,127,86,51,37,39,32,18,10,112,0.17984,0.29566,0.20985,0.1524,0.50551,0.83775
SBBR,2019-12,DEP,5275,1,0,0,0,0,0,0,0,1,6,124,707,1269,1011,542,357,280,194,155,114,72,82,59,55,30,215,0.15754,0.24057,0.19166,0.17043,0.43223,0.76019
SBBR,2020-12,DEP,3684,0,0,1,0,1,1,1,0,3,5,108,740,1004,782,367,217,143,95,74,36,25,12,15,5,9,40,0.23018,0.27253,0.21227,0.15852,0.4848,0.87351
SBBR,2021-12,DEP,4735,0,0,1,0,0,0,1,1,5,3,63,672,1246,940,461,293,200,180,142,100,97,58,48,44,18,157,0.15523,0.26315,0.19852,0.15924,0.46167,0.77614
SBCF,2019-01,DEP,4184,4,2,0,0,0,0,0,0,1,5,48,499,1139,1040,422,256,191,117,90,67,49,40,32,37,22,122,0.13074,0.27223,0.24857,0.16205,0.52079,0.81358
SBCF,2020-01,DEP,4468,8,3,1,0,1,0,0,0,0,6,63,603,1156,930,453,304,226,152,113,81,64,36,45,33,28,159,0.14906,0.25873,0.20815,0.16943,0.46688,0.78536
SBCF,2021-01,DEP,3051,1,0,0,0,0,1,1,4,2,13,182,786,935,521,195,128,58,45,29,33,18,16,10,10,4,59,0.31727,0.30646,0.17076,0.10587,0.47722,0.90036
SBCF,2022-01,DEP,3457,0,0,0,0,0,0,0,1,1,5,41,492,963,828,334,201,136,103,88,53,29,23,24,14,21,96,0.15418,0.27857,0.23951,0.15476,0.51808,0.82702
SBCF,2019-02,DEP,3798,4,0,0,0,0,0,2,1,1,7,44,447,928,855,424,241,196,141,93,71,58,51,31,27,31,145,0.12928,0.24434,0.22512,0.17509,0.46946,0.77383
SBCF,2020-02,DEP,3828,1,0,0,0,0,0,0,0,1,12,147,792,1104,667,322,194,124,86,55,45,36,39,21,18,25,137,0.2453,0.2884,0.17424,0.1348,0.46264,0.84274
SBCF,2021-02,DEP,2147,0,0,1,1,0,0,1,1,1,14,155,646,745,318,95,53,35,18,12,15,3,6,4,5,5,12,0.37308,0.347,0.14811,0.06893,0.49511,0.93712
SBCF,2022-02,DEP,2778,0,1,0,0,0,0,0,0,3,5,84,790,1038,439,130,65,52,46,30,12,11,10,10,5,10,36,0.31461,0.37365,0.15803,0.07019,0.53168,0.91649
SBCF,2019-03,DEP,3998,0,0,0,0,0,0,0,1,0,9,70,666,1174,919,347,200,144,78,64,47,37,35,24,26,13,143,0.18409,0.29365,0.22986,0.13682,0.52351,0.84442
SBCF,2020-03,DEP,2838,0,0,0,0,0,0,0,0,2,5,152,729,942,469,165,103,74,33,36,28,17,6,7,9,9,51,0.31043,0.33192,0.16526,0.09443,0.49718,0.90204
SBCF,2021-03,DEP,2167,1,0,0,0,0,0,0,0,2,8,175,728,713,300,94,52,29,14,9,5,7,8,0,2,2,18,0.41671,0.32903,0.13844,0.06737,0.46747,0.95155
SBCF,2022-03,DEP,3246,0,1,0,0,0,0,1,0,1,7,116,1002,1164,501,140,86,52,47,27,11,13,9,11,5,7,44,0.34442,0.3586,0.15434,0.06962,0.51294,0.92699
SBCF,2019-04,DEP,3860,0,0,1,0,0,0,0,0,1,3,38,519,1037,955,397,255,170,110,80,45,36,37,32,12,8,123,0.1443,0.26865,0.24741,0.16891,0.51606,0.82927
SBCF,2020-04,DEP,299,0,0,0,0,0,0,1,0,0,5,46,99,82,33,8,9,1,6,1,1,0,3,0,0,1,3,0.48495,0.27425,0.11037,0.05686,0.38462,0.92642
SBCF,2021-04,DEP,1690,0,0,0,0,0,1,2,0,2,9,164,589,552,214,64,30,15,7,9,3,1,2,3,1,2,19,0.44556,0.32663,0.12663,0.05562,0.45325,0.95444
SBCF,2022-04,DEP,3308,1,0,0,0,0,0,0,0,0,5,109,917,1168,571,181,88,56,44,34,19,19,16,7,11,9,52,0.31016,0.35308,0.17261,0.08132,0.5257,0.91717
SBCF,2019-05,DEP,4020,1,0,0,0,0,0,0,0,1,5,59,687,1149,978,370,191,124,83,62,36,43,31,34,24,13,127,0.18557,0.28582,0.24328,0.13955,0.5291,0.85423
SBCF,2020-05,DEP,360,0,0,0,0,0,0,0,0,2,10,57,101,83,45,20,10,10,5,4,2,2,1,1,1,0,6,0.43889,0.23056,0.125,0.08333,0.35556,0.87778
SBCF,2021-05,DEP,1950,0,0,0,0,0,1,0,2,2,7,165,689,662,275,67,25,20,7,6,2,6,3,1,1,1,8,0.43795,0.33949,0.14103,0.04718,0.48051,0.96564
SBCF,2022-05,DEP,3725,0,0,0,0,0,0,0,0,0,14,142,1112,1271,549,178,106,78,51,30,33,21,16,9,11,9,94,0.33664,0.34121,0.14738,0.07624,0.48859,0.90148
SBCF,2019-06,DEP,3975,0,1,0,0,0,0,0,0,0,1,38,626,1163,1049,405,202,132,79,48,51,22,25,24,19,14,76,0.16704,0.29258,0.2639,0.1527,0.55648,0.87623
SBCF,2020-06,DEP,449,0,0,0,0,0,0,0,0,1,6,54,134,120,55,20,14,9,7,5,2,2,0,0,0,1,19,0.41871,0.26726,0.12249,0.07572,0.38976,0.88419
SBCF,2021-06,DEP,2162,0,0,0,0,0,0,0,0,4,11,151,663,741,335,102,55,28,22,6,3,3,4,6,4,2,22,0.3765,0.34274,0.15495,0.07262,0.49769,0.94681
SBCF,2019-07,DEP,4508,2,0,0,0,0,0,1,0,0,2,30,507,1246,1248,514,318,181,113,72,59,45,34,28,16,13,79,0.11912,0.2764,0.27684,0.18456,0.55324,0.85692
SBCF,2020-07,DEP,714,0,0,0,0,0,0,0,0,0,5,82,234,191,100,40,11,11,5,5,6,4,1,4,0,0,15,0.44258,0.26751,0.14006,0.07143,0.40756,0.92157
SBCF,2021-07,DEP,2792,0,0,0,0,0,0,0,0,0,8,152,700,959,527,176,95,45,29,24,11,6,10,8,4,5,33,0.30516,0.34348,0.18875,0.09706,0.53223,0.93446
SBCF,2019-08,DEP,4283,0,0,0,0,0,0,0,0,1,2,57,702,1341,987,452,211,138,103,64,40,31,22,19,20,10,82,0.17721,0.3131,0.23045,0.1548,0.54354,0.87555
SBCF,2020-08,DEP,1045,0,0,0,0,0,0,0,0,0,4,134,403,308,105,40,11,11,4,0,3,1,1,1,2,1,16,0.51388,0.29474,0.10048,0.0488,0.39522,0.95789
SBCF,2021-08,DEP,2820,1,1,0,1,1,2,0,0,0,7,234,995,889,380,109,52,35,26,18,10,10,6,4,6,3,30,0.43582,0.31525,0.13475,0.05709,0.45,0.94291
SBCF,2019-09,DEP,4125,0,0,0,0,0,0,0,1,2,5,47,665,1263,828,361,263,162,121,90,49,46,32,27,26,16,121,0.17261,0.30618,0.20073,0.15127,0.50691,0.83079
SBCF,2020-09,DEP,1358,1,0,0,0,0,0,0,0,5,10,162,462,386,180,69,28,15,9,6,6,4,0,1,2,1,10,0.4595,0.28424,0.13255,0.07143,0.41679,0.94772
SBCF,2021-09,DEP,3036,0,0,0,0,0,0,0,0,2,18,209,968,1004,457,139,63,48,29,13,13,10,11,5,7,3,36,0.38768,0.3307,0.15053,0.06653,0.48123,0.93544
SBCF,2019-10,DEP,4269,0,0,0,0,1,0,0,0,0,3,44,590,1201,956,427,267,208,111,85,67,53,40,30,30,15,141,0.14851,0.28133,0.22394,0.16257,0.50527,0.81635
SBCF,2020-10,DEP,1845,0,0,0,0,0,0,2,0,2,6,125,550,586,304,102,44,36,24,14,11,4,3,5,5,1,20,0.36585,0.31762,0.16477,0.07913,0.48238,0.92737
SBCF,2021-10,DEP,3155,2,0,0,0,0,1,1,2,1,5,110,723,1035,612,217,107,66,55,37,38,18,20,9,9,16,70,0.26403,0.32805,0.19398,0.10269,0.52203,0.88875
SBCF,2019-11,DEP,3988,0,0,1,0,0,0,1,0,1,1,62,614,1105,834,371,234,168,122,99,66,46,44,29,20,17,150,0.16951,0.27708,0.20913,0.15171,0.48621,0.80742
SBCF,2020-11,DEP,2244,0,0,0,0,0,1,1,0,0,5,81,439,695,434,196,117,56,48,27,19,11,14,11,9,8,71,0.23173,0.30971,0.1934,0.13948,0.50312,0.87433
SBCF,2021-11,DEP,2982,1,0,0,0,1,1,0,0,1,1,89,502,794,596,276,149,139,65,60,49,29,25,24,18,12,148,0.19819,0.26626,0.19987,0.14252,0.46613,0.80684
SBCF,2019-12,DEP,4260,0,0,0,0,0,0,0,0,0,6,50,535,1024,904,486,337,216,156,112,66,57,60,38,25,29,159,0.13732,0.24038,0.21221,0.19319,0.45258,0.7831
SBCF,2020-12,DEP,2750,0,0,0,0,1,0,2,6,4,6,125,595,887,529,188,117,65,46,34,31,19,13,10,5,12,54,0.26182,0.32255,0.19236,0.11091,0.51491,0.88764
SBCF,2021-12,DEP,3690,0,0,0,0,0,0,1,0,0,4,53,468,926,808,382,254,175,123,92,78,60,48,25,29,24,139,0.14119,0.25095,0.21897,0.17236,0.46992,0.78347
SBGR,2019-01,DEP,12718,5,2,7,1,2,0,4,3,9,51,291,1374,2750,2667,1355,852,654,504,355,300,208,180,140,148,98,738,0.13092,0.21623,0.2097,0.17353,0.42593,0.73038
SBGR,2020-01,DEP,13002,10,7,3,0,4,1,1,4,9,79,528,1991,3316,2458,1190,774,564,381,320,211,187,131,112,102,71,534,0.19374,0.25504,0.18905,0.15105,0.44409,0.78888
SBGR,2021-01,DEP,8257,0,0,1,0,1,2,1,3,4,24,87,1182,3402,1778,465,317,266,177,97,76,76,53,34,31,16,158,0.15369,0.41201,0.21533,0.09471,0.62735,0.87574
SBGR,2022-01,DEP,9645,6,1,1,0,0,0,1,1,2,19,41,672,3082,2407,744,373,366,432,347,240,164,130,86,73,68,377,0.07392,0.31954,0.24956,0.11581,0.5691,0.75884
SBGR,2019-02,DEP,11026,8,2,2,1,0,1,3,4,9,46,322,1365,2757,2382,1129,758,477,359,245,197,137,110,100,72,70,460,0.153,0.25005,0.21603,0.17114,0.46608,0.79022
SBGR,2020-02,DEP,11372,2,0,1,0,2,3,0,2,9,75,617,2090,2898,2029,934,605,460,332,231,156,144,128,88,71,58,420,0.23804,0.25484,0.17842,0.13533,0.43326,0.80663
SBGR,2021-02,DEP,6216,3,1,1,0,2,1,4,6,4,32,86,1562,2565,969,223,130,144,132,80,52,30,35,24,16,7,97,0.26512,0.41264,0.15589,0.05679,0.56853,0.89044
SBGR,2022-02,DEP,8011,10,0,0,0,0,0,1,1,4,18,62,740,3424,1945,460,183,204,259,186,115,71,39,31,29,12,208,0.10011,0.42741,0.24279,0.08026,0.6702,0.85058
SBGR,2019-03,DEP,11527,1,0,0,0,2,1,2,3,14,53,383,1640,2939,2406,1069,678,495,335,224,177,145,106,103,81,87,574,0.1755,0.25497,0.20873,0.15156,0.46369,0.79075
SBGR,2020-03,DEP,8878,5,2,1,0,3,3,2,4,11,83,664,2273,2656,1498,560,333,195,122,90,61,50,33,29,24,17,151,0.33082,0.29917,0.16873,0.10059,0.4679,0.8993
SBGR,2021-03,DEP,5366,0,1,2,1,2,1,8,5,4,49,143,1601,2233,693,136,76,86,86,52,34,22,19,8,10,8,80,0.32501,0.41614,0.12915,0.03951,0.54529,0.9098
SBGR,2022-03,DEP,8803,3,0,1,0,1,1,3,2,3,9,68,786,3681,2079,548,210,227,304,211,146,105,65,50,40,26,226,0.09701,0.41815,0.23617,0.08611,0.65432,0.83744
SBGR,2019-04,DEP,10664,0,0,0,0,0,0,0,0,3,54,333,1528,2837,2351,1054,674,464,257,195,183,130,90,71,46,57,332,0.17451,0.26604,0.22046,0.16204,0.4865,0.82305
SBGR,2020-04,DEP,1423,4,0,1,2,1,2,2,3,5,29,198,402,314,209,62,26,27,21,7,17,7,8,7,3,3,59,0.42164,0.22066,0.14687,0.06184,0.36753,0.85102
SBGR,2021-04,DEP,4396,0,1,1,1,1,1,2,4,5,40,119,1149,1808,708,124,79,76,75,42,37,11,17,8,3,9,71,0.28844,0.41128,0.16106,0.04618,0.57234,0.90696
SBGR,2022-04,DEP,7871,3,0,1,1,2,4,2,3,4,27,77,727,3404,1855,415,166,231,280,192,117,73,48,37,24,20,149,0.10215,0.43247,0.23568,0.07382,0.66815,0.84411
SBGR,2019-05,DEP,9966,1,0,0,1,1,1,0,0,10,63,470,2210,3198,1917,704,387,242,153,99,79,59,46,43,29,28,222,0.26891,0.32089,0.19235,0.10947,0.51325,0.89163
SBGR,2020-05,DEP,1693,3,0,0,2,2,2,1,1,6,13,152,424,432,225,118,69,41,39,30,22,11,13,3,7,4,64,0.34022,0.25517,0.1329,0.11045,0.38807,0.83875
SBGR,2021-05,DEP,5380,3,0,1,2,1,0,2,5,10,53,130,830,2400,1115,207,95,123,125,67,48,20,17,11,7,6,94,0.17844,0.4461,0.20725,0.05613,0.65335,0.88792
SBGR,2022-05,DEP,8704,3,0,2,1,1,1,0,2,3,24,127,433,3953,2107,452,442,322,198,141,94,70,55,45,20,21,182,0.06434,0.45416,0.24207,0.10271,0.69623,0.86328
SBGR,2019-06,DEP,9977,0,0,0,0,0,0,0,1,10,77,454,1967,3135,2020,780,468,285,147,107,78,42,51,50,32,24,244,0.24266,0.31422,0.20247,0.12509,0.51669,0.88443
SBGR,2020-06,DEP,2115,2,0,1,1,2,2,3,8,13,38,215,554,485,317,159,89,54,38,26,10,20,11,6,5,5,45,0.36359,0.22931,0.14988,0.11726,0.3792,0.86005
SBGR,2021-06,DEP,6083,13,0,0,1,1,1,4,2,7,33,104,929,2820,1259,206,116,139,138,65,38,24,18,10,17,15,115,0.16982,0.46359,0.20697,0.05293,0.67056,0.89331
SBGR,2019-07,DEP,11718,3,0,1,0,1,0,1,1,20,84,432,1980,3396,2544,969,605,415,264,199,142,101,74,54,50,39,337,0.20584,0.28981,0.2171,0.13432,0.50691,0.84707
SBGR,2020-07,DEP,3349,7,0,0,0,0,0,4,9,17,46,415,983,916,480,156,74,57,26,18,24,14,10,3,5,2,79,0.41744,0.27351,0.14333,0.06868,0.41684,0.90296
SBGR,2021-07,DEP,7902,7,1,1,1,2,1,1,1,9,40,81,961,3590,1860,304,138,176,198,137,70,54,29,24,22,19,167,0.13187,0.45432,0.23538,0.05594,0.6897,0.8775
SBGR,2019-08,DEP,11632,4,0,0,0,0,0,2,8,17,80,528,2184,3487,2464,942,593,379,239,142,106,74,60,41,36,39,202,0.23315,0.29978,0.21183,0.13196,0.51161,0.87672
SBGR,2020-08,DEP,4452,3,0,1,3,1,1,4,5,15,57,374,1165,1307,734,275,151,95,54,39,33,17,12,5,5,6,80,0.34569,0.29358,0.16487,0.09569,0.45845,0.89982
SBGR,2021-08,DEP,7794,6,0,1,1,0,0,2,2,7,33,79,1111,3650,1573,321,152,142,190,137,86,50,33,23,33,10,144,0.15268,0.46831,0.20182,0.06069,0.67013,0.8835
SBGR,2019-09,DEP,11375,0,0,0,0,1,0,4,5,23,69,426,1936,3290,2418,994,604,425,262,187,135,92,80,53,47,43,274,0.20765,0.28923,0.21257,0.14048,0.5018,0.84993
SBGR,2020-09,DEP,5275,1,0,0,2,0,1,2,3,9,55,383,1285,1643,933,333,210,113,68,45,25,20,10,12,11,11,92,0.31621,0.31147,0.17687,0.10294,0.48834,0.90749
SBGR,2021-09,DEP,7954,13,2,1,0,0,1,2,4,5,22,58,984,3721,1781,356,153,155,226,134,81,53,24,24,20,18,109,0.131,0.46781,0.22391,0.06399,0.69173,0.88672
SBGR,2019-10,DEP,11614,4,0,0,2,2,2,7,13,22,83,490,1938,3381,2349,999,650,451,272,198,162,104,77,63,45,37,257,0.20906,0.29111,0.20226,0.14198,0.49337,0.84441
SBGR,2020-10,DEP,6456,2,1,2,0,0,0,2,1,15,62,387,1330,2090,1246,471,256,145,96,69,41,40,24,16,10,14,124,0.26595,0.32373,0.193,0.11261,0.51673,0.89529
