AIRPORT,DATE,PHASE,FLIGHTS,TOT_TAXI,TOT_REF,TOT_ADD,AVG_ADD
LEMD,2021-04,DEP,6039,87631.3333333333,71338.6202900259,16236.9630433074,2.68868406082256
LEMD,2021-05,DEP,6972,102813.533333333,82466.0762658785,20093.3904007882,2.88201239253991
LEMD,2021-06,DEP,8730,136637.666666667,106129.459893517,30197.0067731495,3.45899275751999
LEMD,2021-07,DEP,11168,178145.866666667,140299.19756463,37603.2691020366,3.367054898105
LEMD,2021-08,DEP,11626,181399.55,145804.724243713,35334.4590896201,3.03926192066232
LEMD,2021-09,DEP,11407,182556.833333333,144092.120145752,38189.9965209147,3.34794393976635
LEMD,2021-10,DEP,11712,189338.35,148519.580257921,40497.269742079,3.45775868699445
LEMD,2021-11,DEP,11893,192912.85,151579.656424592,41202.576908741,3.46443932638872
LEMD,2021-12,DEP,12384,200620.983333333,156541.391595717,43749.1250709496,3.53271358777048
LFPG,2019-01,DEP,19005,329699.616666667,214801.614810715,114883.492996913,6.04490886592547
LFPG,2019-02,DEP,17581,271655.466666667,199933.521538728,71537.5494008639,4.06902618741049
LFPG,2019-03,DEP,20038,306964.466666667,227726.236506925,79170.6464022036,3.95102537190356
LFPG,2019-04,DEP,21333,336650.316666667,248172.373727012,88391.6328656529,4.14342253155454
LFPG,2019-05,DEP,21948,343701.766666667,250332.534416078,93139.3397308417,4.24363676557507
LFPG,2019-06,DEP,22114,354789.6,256192.898037112,97462.4770480851,4.4072748959069
LFPG,2019-07,DEP,23490,379099.916666667,275054.382173076,103562.9753965,4.40881121313326
LFPG,2019-08,DEP,23607,370987.9,270973.829742509,99698.6659221428,4.22326707849972
LFPG,2019-09,DEP,22518,350942.016666667,256208.970065184,94347.4610629169,4.18986859680775
LFPG,2019-10,DEP,22196,345958.95,251297.671493355,94559.466087901,4.26020301351149
LFPG,2019-11,DEP,19215,308184.283333333,222221.895825982,83732.4818134193,4.35766233741448
LFPG,2019-12,DEP,19402,313348.65,223238.082691631,89903.8612141628,4.63374194485944
LFPG,2020-01,DEP,18902,308151.233333333,215920.273445929,91843.2761513205,4.85891842933661
LFPG,2020-02,DEP,17887,269149.25,200718.96924581,68616.5425380054,3.83611240219184
LFPG,2020-03,DEP,11799,172457.783333333,136982.610743384,35649.2596044922,3.02137974442683
LFPG,2020-04,DEP,2116,33947.7333333333,29174.1462299975,4736.54453689068,2.23844259777442
LFPG,2020-05,DEP,2928,49019.4833333333,41784.4908406481,7298.28305800977,2.49258301161536
LFPG,2020-06,DEP,4909,73596.7833333333,61991.1379226062,11520.6243224437,2.34683730341081
LFPG,2020-07,DEP,9560,139628.783333333,114281.819189626,25477.0675282024,2.66496522261531
LFPG,2020-08,DEP,11460,153883.35,124380.063309175,28784.9378537743,2.51177468183022
