ICAO,MOF,N,N_VALID,TXIT,REF,ADD_TXIT,AVG_ADD_TXIT
SBBR,2022-03-01T00:00:00Z,3859,3859,22097.300000000047,16179.899999999996,6289.120000000007,1.629727908784661
SBBR,2022-04-01T00:00:00Z,3607,3607,20554.599999999995,15082.90000000002,5857.320000000007,1.6238757970612716
SBBR,2022-05-01T00:00:00Z,3921,3921,22765.4,16668.8,6512.790000000013,1.6610022953328265
SBBR,2022-06-01T00:00:00Z,3711,3711,20618.700000000004,15195.5,5804.21000000001,1.564055510644034
SBCF,2019-01-01T00:00:00Z,4243,4243,16308.499999999987,10138.699999999959,6607.8100000000095,1.5573438604760805
SBCF,2019-02-01T00:00:00Z,3810,3810,15925.299999999981,9156.499999999982,7188.76999999999,1.8868162729658768
SBCF,2019-03-01T00:00:00Z,3997,3997,16361.999999999996,9606.199999999963,7217.3500000000195,1.8056917688266247
SBCF,2019-04-01T00:00:00Z,3875,3875,15212.99999999998,9372.299999999963,6314.0300000000025,1.6294270967741942
SBCF,2019-05-01T00:00:00Z,4002,4002,14953.300000000008,9616.999999999976,5776.6500000000005,1.4434407796101951
SBCF,2019-06-01T00:00:00Z,3961,3961,14790.199999999995,9456.29999999996,5781.4300000000085,1.4595884877556193
SBCF,2019-07-01T00:00:00Z,2314,2314,8506.500000000011,5573.500000000005,3225.1400000000076,1.393751080380297
SBCF,2019-08-01T00:00:00Z,4228,4228,20164.09999999996,10074.29999999992,10546.800000000012,2.4945127719962183
SBCF,2019-09-01T00:00:00Z,4076,4076,15840.100000000031,9687.499999999973,6522.940000000018,1.600328753680083
SBCF,2019-10-01T00:00:00Z,4236,4236,18103.099999999995,10082.99999999997,8580.350000000011,2.025578375826254
SBCF,2019-11-01T00:00:00Z,3975,3975,14489.399999999987,9651.399999999978,5360.229999999993,1.3484855345911932
SBCF,2019-12-01T00:00:00Z,4104,4104,17469.099999999995,10076.699999999977,7905.29999999999,1.926242690058477
SBCF,2020-01-01T00:00:00Z,4272,4272,22218.199999999964,10606.999999999976,12224.779999999988,2.861605805243443
SBCF,2020-02-01T00:00:00Z,3766,3766,13984.599999999997,9259.399999999983,5094.460000000016,1.3527509293680342
SBCF,2020-03-01T00:00:00Z,2816,2816,10382.400000000003,6793.800000000024,3863.499999999995,1.3719815340909074
SBCF,2020-04-01T00:00:00Z,496,496,1752.8000000000004,1099.1999999999964,760.2,1.5326612903225807
SBCF,2020-05-01T00:00:00Z,290,290,1024.2000000000005,624.3999999999992,430.80000000000024,1.4855172413793112
SBCF,2020-06-01T00:00:00Z,334,334,981.6000000000001,707.9999999999986,310.7700000000001,0.9304491017964075
SBCF,2020-07-01T00:00:00Z,472,472,1493.4,1044.8999999999967,478.01000000000005,1.0127330508474577
SBCF,2020-08-01T00:00:00Z,746,746,2305.1000000000013,1621.3000000000015,758.0599999999994,1.0161662198391412
SBCF,2020-09-01T00:00:00Z,1147,1147,3677.6999999999994,2530.600000000008,1245.9600000000016,1.0862772449869238
SBCF,2020-10-01T00:00:00Z,1814,1814,6313.500000000005,4219.400000000018,2212.900000000001,1.2199007717750832
SBCF,2020-11-01T00:00:00Z,2249,2249,8031.399999999986,5306.499999999998,2882.8400000000033,1.281831925300135
SBCF,2020-12-01T00:00:00Z,2743,2743,9694.699999999983,6386.300000000012,3510.7000000000107,1.2798760481224976
SBCF,2021-01-01T00:00:00Z,3018,3018,11213.60000000004,6866.599999999993,4506.409999999995,1.4931776010603033
SBCF,2021-02-01T00:00:00Z,2149,2149,8096.099999999989,5040.000000000005,3177.8800000000065,1.4787715216379742
SBCF,2021-03-01T00:00:00Z,2161,2161,7657.5999999999985,5003.300000000001,2784.669999999995,1.288602498843126
SBCF,2021-04-01T00:00:00Z,1681,1681,5322.100000000012,3693.100000000016,1764.5700000000004,1.0497144556811424
SBCF,2021-05-01T00:00:00Z,1919,1919,6265.399999999989,4395.500000000017,2013.5700000000013,1.0492808754559673
SBCF,2021-06-01T00:00:00Z,2113,2113,6976.900000000009,4767.100000000015,2351.5699999999993,1.1129058211074299
SBCF,2021-07-01T00:00:00Z,2761,2761,9499.499999999982,6306.6000000000095,3374.129999999996,1.2220680912712771
SBCF,2021-08-01T00:00:00Z,2760,2760,9046.599999999984,6194.700000000009,3030.7500000000064,1.098097826086959
SBCF,2021-09-01T00:00:00Z,2998,2998,10310.499999999985,6931.100000000005,3576.360000000001,1.1929152768512346
SBCF,2021-10-01T00:00:00Z,3067,3067,14165.500000000007,7122.700000000002,7127.979999999983,2.3240886860123844
SBCF,2021-11-01T00:00:00Z,3097,3097,12826.199999999986,7824.2000000000035,5197.260000000002,1.6781595092024546
SBCF,2021-12-01T00:00:00Z,3588,3588,14302.399999999994,9178.299999999983,5483.449999999997,1.5282748049052388
SBCF,2022-01-01T00:00:00Z,3385,3385,11442.500000000024,8684.70000000004,3814.8000000000084,1.126971935007388
SBCF,2022-02-01T00:00:00Z,2799,2799,11119.10000000003,7130.900000000036,4163.130000000003,1.487363344051448
SBCF,2022-03-01T00:00:00Z,3210,3210,12015.600000000039,8148.20000000005,4110.480000000003,1.2805233644859824
SBCF,2022-04-01T00:00:00Z,3426,3426,12855.500000000004,8659.200000000023,4436.310000000005,1.2948949211908947
SBCF,2022-05-01T00:00:00Z,3728,3728,13808.39999999995,9427.499999999949,4650.310000000003,1.2474007510729621
SBCF,2022-06-01T00:00:00Z,3605,3605,13350.499999999995,9145.200000000004,4489.329999999997,1.2453065187239938
SBCF,2022-07-01T00:00:00Z,1,1,7.9,2.3,5.6,5.6
SBCT,2019-01-01T00:00:00Z,2438,2438,10624.200000000004,6453.900000000013,4434.800000000005,1.8190319934372456
SBCT,2019-02-01T00:00:00Z,2396,2396,9788.399999999981,5564.8999999999705,4478.630000000003,1.8692111853088493
SBCT,2019-03-01T00:00:00Z,2491,2491,10192.19999999998,5799.900000000011,4722.390000000003,1.8957808109193108
SBCT,2019-04-01T00:00:00Z,2396,2396,8613.600000000004,5580.19999999998,3361.250000000002,1.4028589315525883
SBCT,2019-05-01T00:00:00Z,2392,2392,8999.400000000018,5980.599999999976,3365.109999999997,1.4068185618729083
SBCT,2019-06-01T00:00:00Z,2306,2306,8501.69999999999,5747.699999999975,3048.1100000000015,1.321816999132698
SBCT,2019-07-01T00:00:00Z,1320,1320,5437.100000000009,3763.599999999995,1854.5199999999998,1.4049393939393937
SBCT,2019-08-01T00:00:00Z,2575,2575,12196.800000000008,5939.800000000046,6630.190000000001,2.5748310679611657
SBCT,2019-09-01T00:00:00Z,2589,2589,10136.4,5910.200000000048,4584.030000000003,1.7705793742757834
SBCT,2019-10-01T00:00:00Z,2668,2668,12679.899999999998,5935.599999999978,7124.379999999992,2.6703073463268336
SBCT,2019-11-01T00:00:00Z,2605,2605,8496.200000000015,5360.700000000009,3475.309999999997,1.3340921305182332
SBCT,2019-12-01T00:00:00Z,2673,2673,11595.200000000004,5980.599999999984,6064.520000000001,2.2688065843621406
SBCT,2020-01-01T00:00:00Z,2582,2582,14508.69999999998,6046.300000000005,8946.770000000002,3.4650542215336957
SBCT,2020-02-01T00:00:00Z,2278,2278,7649.700000000003,4901.600000000007,3040.5800000000017,1.3347585601404748
SBCT,2020-03-01T00:00:00Z,1703,1703,5452,3490.599999999987,2171.420000000002,1.2750557839107468
SBCT,2020-04-01T00:00:00Z,268,268,966.6000000000001,591.3999999999999,391.94000000000005,1.4624626865671644
SBCT,2020-05-01T00:00:00Z,144,144,501.90000000000003,391.7000000000003,128.90000000000003,0.8951388888888892
SBCT,2020-06-01T00:00:00Z,218,218,855.3000000000001,587.3000000000002,284.98999999999995,1.3072935779816512
SBCT,2020-07-01T00:00:00Z,251,251,1388.0999999999988,704.1999999999999,688.4399999999999,2.7427888446215136
SBCT,2020-08-01T00:00:00Z,344,344,1291.0999999999995,811.8000000000004,503.02999999999986,1.4622965116279065
SBCT,2020-09-01T00:00:00Z,506,506,1807.2000000000007,1158.0000000000005,675.3099999999995,1.334604743083003
SBCT,2020-10-01T00:00:00Z,904,904,2734.4000000000024,1916.2999999999965,872.1199999999994,0.9647345132743357
SBCT,2020-11-01T00:00:00Z,1098,1098,3510.1000000000054,2363.499999999991,1216.779999999999,1.1081785063752267
SBCT,2020-12-01T00:00:00Z,1202,1202,4088.9000000000037,2858.8999999999996,1319.5599999999986,1.0978036605657226
SBCT,2021-01-01T00:00:00Z,1193,1193,4254.800000000005,2839.7999999999984,1489.98,1.2489354568315172
SBCT,2021-02-01T00:00:00Z,962,962,3055.1999999999975,2163.699999999996,952.5399999999995,0.9901663201663197
SBCT,2021-03-01T00:00:00Z,754,754,2662.200000000002,1871.2999999999993,842.8599999999997,1.1178514588859412
SBCT,2021-04-01T00:00:00Z,519,519,1487.9999999999998,1020.9000000000012,496.09,0.9558574181117533
SBCT,2021-05-01T00:00:00Z,708,708,2405.2,1678.3999999999944,775.5500000000004,1.0954096045197745
SBCT,2021-06-01T00:00:00Z,903,903,3199.3000000000006,2171.2,1073.6799999999994,1.1890143964562563
SBCT,2021-07-01T00:00:00Z,1100,1100,4151.9,2926.899999999997,1293.789999999999,1.1761727272727265
SBCT,2021-08-01T00:00:00Z,1219,1219,4034.599999999999,2813.499999999985,1284.54,1.0537653814602133
SBCT,2021-09-01T00:00:00Z,1487,1487,5686.900000000006,3577.9999999999845,2184.720000000001,1.469213180901144
SBCT,2021-10-01T00:00:00Z,1508,1508,5274.700000000005,3221.399999999986,2122.229999999998,1.407314323607426
SBCT,2021-11-01T00:00:00Z,1688,1688,5141.599999999996,3504.799999999995,1740.180000000002,1.0309123222748828
SBCT,2021-12-01T00:00:00Z,1807,1807,5465.100000000011,3575.3999999999833,2008.610000000001,1.1115716657443282
SBCT,2022-01-01T00:00:00Z,1548,1548,5086.600000000002,3425.2999999999897,1781.730000000001,1.1509883720930238
SBCT,2022-02-01T00:00:00Z,1393,1393,4524.199999999998,3112.1999999999834,1515.6099999999994,1.0880186647523327
