ICAO,MOF,SRC_PHASE,N,TOT_ADD_FUEL,TOT_TXX_FUEL
EHAM,2020-04-01T00:00:00Z,ARR,2324,51804.64673628538,465139.0651394853
EHAM,2020-04-01T00:00:00Z,DEP,2330,1758.9296334513303,790769.5787729695
EHAM,2020-05-01T00:00:00Z,ARR,3183,96276.32496928892,665276.5942363509
EHAM,2020-05-01T00:00:00Z,DEP,3196,13673.030753935343,1049747.6234687364
EHAM,2020-06-01T00:00:00Z,ARR,4427,76424.13238791679,854079.3432159686
EHAM,2020-06-01T00:00:00Z,DEP,4421,13717.830794311749,1176301.1183969982
EHAM,2020-07-01T00:00:00Z,ARR,8406,101022.64009813948,1357340.393963809
EHAM,2020-07-01T00:00:00Z,DEP,8439,69284.16987362273,1632179.0374689505
EHAM,2020-08-01T00:00:00Z,ARR,12068,128441.23852419482,1569703.0259577069
EHAM,2020-08-01T00:00:00Z,DEP,12094,140265.86957654738,2159944.0045994422
EHAM,2020-09-01T00:00:00Z,ARR,11538,202364.5989420179,1435309.6708326614
EHAM,2020-09-01T00:00:00Z,DEP,11532,172058.66355032366,2096351.6710101876
EHAM,2020-10-01T00:00:00Z,ARR,10150,228367.64506630672,1736707.3736990143
EHAM,2020-10-01T00:00:00Z,DEP,10168,175664.40318538042,1854618.4906326444
EHAM,2020-11-01T00:00:00Z,ARR,7722,163193.36313418607,1520268.0623047345
EHAM,2020-11-01T00:00:00Z,DEP,7705,126411.45449441478,1546570.86638329
EHAM,2020-12-01T00:00:00Z,ARR,8328,181682.9771144125,1628168.307057247
EHAM,2020-12-01T00:00:00Z,DEP,8322,232764.1910074893,1753699.7619041912
EHAM,2021-01-01T00:00:00Z,ARR,7620,223565.07200025403,1163217.4377977443
EHAM,2021-01-01T00:00:00Z,DEP,7316,353021.58222496917,1947157.1321128788
EHAM,2021-02-01T00:00:00Z,ARR,5556,576947.5014976811,1204954.2707268368
EHAM,2021-02-01T00:00:00Z,DEP,5562,399364.11971353303,1609163.9056451374
EHAM,2021-03-01T00:00:00Z,ARR,6469,212072.87985377593,902153.1203256062
EHAM,2021-03-01T00:00:00Z,DEP,6455,234452.9469587677,1493583.1130082964
EHAM,2021-04-01T00:00:00Z,ARR,7252,128058.0839487722,770910.4335756295
EHAM,2021-04-01T00:00:00Z,DEP,7261,358613.2850545505,1764723.8004003495
EHAM,2021-05-01T00:00:00Z,ARR,8342,168745.61219267955,1167615.306678911
EHAM,2021-05-01T00:00:00Z,DEP,8334,149198.81011614774,1634721.9772024313
EHAM,2021-06-01T00:00:00Z,ARR,10283,200320.66854991863,1283185.2411336857
EHAM,2021-06-01T00:00:00Z,DEP,10281,227618.9200473478,2336671.461791233
EHAM,2021-07-01T00:00:00Z,ARR,15272,308170.8777899507,1960923.5476184837
EHAM,2021-07-01T00:00:00Z,DEP,15286,302628.9450956789,2878476.533071146
EHAM,2021-08-01T00:00:00Z,ARR,16597,316133.0797074993,2163651.681994193
EHAM,2021-08-01T00:00:00Z,DEP,16582,340600.3379225075,3023014.1404246646
EHAM,2021-09-01T00:00:00Z,ARR,15942,315605.98704396235,2027000.4626920728
EHAM,2021-09-01T00:00:00Z,DEP,15945,349090.7667856599,2946435.4206789434
EHAM,2021-10-01T00:00:00Z,ARR,16540,506563.0743359096,2639362.934537158
EHAM,2021-10-01T00:00:00Z,DEP,16564,474245.0508877065,3059761.6760666543
EHAM,2021-11-01T00:00:00Z,ARR,14896,368428.0755935053,2124607.750061945
EHAM,2021-11-01T00:00:00Z,DEP,14880,412919.3463071452,2865494.16319453
EHAM,2021-12-01T00:00:00Z,ARR,15677,465587.6825832935,2464414.6794455484
EHAM,2021-12-01T00:00:00Z,DEP,15674,601330.1606168279,3037913.5462152474
LEBL,2019-01-01T00:00:00Z,ARR,11914,122775.1558452441,601444.2834382898
LEBL,2019-01-01T00:00:00Z,DEP,11966,224533.34301521705,2125227.0903004427
LEBL,2019-02-01T00:00:00Z,ARR,11264,115040.95438819264,554213.1939376314
LEBL,2019-02-01T00:00:00Z,DEP,11324,52101.39236751721,1867958.061697516
LEBL,2019-03-01T00:00:00Z,ARR,12730,138975.68064001983,681042.0316151431
LEBL,2019-03-01T00:00:00Z,DEP,12880,104452.29414304173,2136208.2733967407
LEBL,2019-04-01T00:00:00Z,ARR,14764,155134.25874487718,797994.0370628488
LEBL,2019-04-01T00:00:00Z,DEP,14835,690518.4812551831,3039044.8604235407
LEBL,2019-05-01T00:00:00Z,ARR,15430,183261.73872532765,799966.1836635543
LEBL,2019-05-01T00:00:00Z,DEP,15521,812260.8456938486,3337391.4896598742
LEBL,2019-06-01T00:00:00Z,ARR,15875,203621.528187838,916394.8014382496
LEBL,2019-06-01T00:00:00Z,DEP,15973,993401.1953365988,3585238.7972278157
LEBL,2019-07-01T00:00:00Z,ARR,16450,222764.1678160691,929847.7192736022
LEBL,2019-07-01T00:00:00Z,DEP,16526,1027644.5460054128,3724835.8469422646
LEBL,2019-08-01T00:00:00Z,ARR,16198,200168.1233703784,903348.9200884508
LEBL,2019-08-01T00:00:00Z,DEP,16294,959294.352105518,3649870.901379141
LEBL,2019-09-01T00:00:00Z,ARR,15913,202602.07501447003,940561.2044657692
LEBL,2019-09-01T00:00:00Z,DEP,15969,1107663.3234213109,3724194.987957176
LEBL,2019-10-01T00:00:00Z,ARR,15268,193230.61858358476,816967.182687882
LEBL,2019-10-01T00:00:00Z,DEP,15335,795568.9807023428,3318985.5021999935
LEBL,2019-11-01T00:00:00Z,ARR,11735,132096.4544546138,589353.681470492
LEBL,2019-11-01T00:00:00Z,DEP,11873,448015.5234810015,2355377.164472756
LEBL,2019-12-01T00:00:00Z,ARR,12459,125324.46276392024,647272.8050595091
LEBL,2019-12-01T00:00:00Z,DEP,12520,488835.84229392145,2519116.0744401924
LEBL,2020-01-01T00:00:00Z,ARR,11642,119710.22445988738,624492.1389021024
LEBL,2020-01-01T00:00:00Z,DEP,11682,369942.444310413,2260051.34204828
LEBL,2020-02-01T00:00:00Z,ARR,11409,136316.19334086057,604058.9416074811
LEBL,2020-02-01T00:00:00Z,DEP,11438,369428.6065966509,2205394.768646997
LEBL,2020-03-01T00:00:00Z,ARR,6844,75027.87338286317,401080.0112326326
LEBL,2020-03-01T00:00:00Z,DEP,6897,224882.45352561376,1343798.63828403
LEBL,2020-04-01T00:00:00Z,ARR,707,7735.2128809288415,61111.821273453126
LEBL,2020-04-01T00:00:00Z,DEP,741,-2775.035434466222,105270.30905699238
LEBL,2020-05-01T00:00:00Z,ARR,821,8340.528561981415,64068.863257462246
LEBL,2020-05-01T00:00:00Z,DEP,876,-6507.543875637209,119656.20954750324
LEBL,2020-06-01T00:00:00Z,ARR,1318,12842.658931750992,96941.26631740984
LEBL,2020-06-01T00:00:00Z,DEP,1350,-6697.125928222923,177468.71378033716
LEBL,2020-07-01T00:00:00Z,ARR,5102,59000.62524016665,357149.3061063367
LEBL,2020-07-01T00:00:00Z,DEP,5169,25673.3673928052,705593.0593666786
LEBL,2020-08-01T00:00:00Z,ARR,6973,60469.08012342392,450964.7583097195
LEBL,2020-08-01T00:00:00Z,DEP,7007,-7096.731276570273,1002714.316520644
LEBL,2020-09-01T00:00:00Z,ARR,5186,50263.53581555226,347686.0933622399
LEBL,2020-09-01T00:00:00Z,DEP,5237,-28090.24484718426,736696.761172217
LEBL,2020-10-01T00:00:00Z,ARR,4403,45416.76336170682,305025.10278732993
LEBL,2020-10-01T00:00:00Z,DEP,4447,-13998.55020478234,622896.2210140913
LEBL,2020-11-01T00:00:00Z,ARR,2596,32097.18293057152,191739.60894705524
LEBL,2020-11-01T00:00:00Z,DEP,2653,-16227.41454868172,358298.05825844663
LEBL,2020-12-01T00:00:00Z,ARR,3520,42346.26934226052,255072.0906415093
LEBL,2020-12-01T00:00:00Z,DEP,3558,22950.659578170955,479492.2105635158
LEBL,2021-01-01T00:00:00Z,ARR,2719,38440.10690431312,217716.1910281807
LEBL,2021-01-01T00:00:00Z,DEP,2763,9236.009651938944,368989.7647479346
LEBL,2021-02-01T00:00:00Z,ARR,1939,23783.843880827804,146973.24949548062
LEBL,2021-02-01T00:00:00Z,DEP,1962,4163.540128216101,260184.47074090535
LEBL,2021-03-01T00:00:00Z,ARR,2490,33320.131324046015,185006.57007561153
LEBL,2021-03-01T00:00:00Z,DEP,2562,9740.372427621242,333278.8933675828
LEBL,2021-04-01T00:00:00Z,ARR,3114,46546.28507476309,251618.61135574168
LEBL,2021-04-01T00:00:00Z,DEP,3152,26187.494555257123,417446.9316688724
LEBL,2021-05-01T00:00:00Z,ARR,4596,52777.05730011724,315417.2242605359
LEBL,2021-05-01T00:00:00Z,DEP,4642,53672.68971987407,630874.7265052424
LEBL,2021-06-01T00:00:00Z,ARR,6611,74572.73052988142,425198.2801193414
LEBL,2021-06-01T00:00:00Z,DEP,6640,105781.76680381452,984059.7795361364
LEBL,2021-07-01T00:00:00Z,ARR,9749,96603.74752482644,483156.8884441246
LEBL,2021-07-01T00:00:00Z,DEP,9838,178582.53463059792,1607226.69289558
LEBL,2021-08-01T00:00:00Z,ARR,10812,95538.14326437331,561442.4037120237
LEBL,2021-08-01T00:00:00Z,DEP,10853,226022.953952782,1802918.1182356935
LEBL,2021-09-01T00:00:00Z,ARR,10288,91835.9735281805,527648.9134635995
LEBL,2021-09-01T00:00:00Z,DEP,10383,223027.73331315583,1751624.009269637
LEBL,2021-10-01T00:00:00Z,ARR,9892,95913.08887017464,489293.9429692867
LEBL,2021-10-01T00:00:00Z,DEP,9967,193037.1399417648,1685733.9140582676
LEBL,2021-11-01T00:00:00Z,ARR,8811,88120.40838113724,455818.8128610428
LEBL,2021-11-01T00:00:00Z,DEP,8875,168999.42839687745,1515486.9768290182
LEBL,2021-12-01T00:00:00Z,ARR,9626,84819.526861566,470695.2287066277
LEBL,2021-12-01T00:00:00Z,DEP,9684,163237.00457840075,1639181.4699418591
LEMD,2019-01-01T00:00:00Z,ARR,16285,278869.38376836956,1777980.7615158765
LEMD,2019-01-01T00:00:00Z,DEP,16396,725894.1336136679,4011846.016328426
LEMD,2019-02-01T00:00:00Z,ARR,14955,245609.7817842606,1683488.2101501897
LEMD,2019-02-01T00:00:00Z,DEP,15035,616486.4699979991,3618322.801353543
LEMD,2019-03-01T00:00:00Z,ARR,16843,269159.4687461185,1713846.5527408505
LEMD,2019-03-01T00:00:00Z,DEP,17075,930233.5268753484,4235230.882269823
LEMD,2019-04-01T00:00:00Z,ARR,17235,351175.2362859117,2105985.4671733496
LEMD,2019-04-01T00:00:00Z,DEP,17352,784222.6896599461,4261911.958602201
LEMD,2019-05-01T00:00:00Z,ARR,18413,345845.16626117285,2176375.8146094712
LEMD,2019-05-01T00:00:00Z,DEP,18551,782263.3677474632,4483209.658386322
LEMD,2019-06-01T00:00:00Z,ARR,18749,390170.3349278735,2421781.153027542
LEMD,2019-06-01T00:00:00Z,DEP,18896,928576.263284361,4714684.519774422
LEMD,2019-07-01T00:00:00Z,ARR,19252,402134.2650007988,2444308.4642659975
LEMD,2019-07-01T00:00:00Z,DEP,19390,958907.6072575046,4885744.743392605
LEMD,2019-08-01T00:00:00Z,ARR,18326,385648.0974736236,2374962.522897597
LEMD,2019-08-01T00:00:00Z,DEP,18472,901248.7482649848,4723691.575996819
LEMD,2019-09-01T00:00:00Z,ARR,18413,345099.34893634217,2201255.7573042456
LEMD,2019-09-01T00:00:00Z,DEP,18516,871129.7159527201,4628315.46974745
LEMD,2019-10-01T00:00:00Z,ARR,18407,341645.155468329,2197044.6048668073
LEMD,2019-10-01T00:00:00Z,DEP,18526,764766.358327104,4460652.745616102
LEMD,2019-11-01T00:00:00Z,ARR,15879,356527.6974804661,2020854.4592139511
LEMD,2019-11-01T00:00:00Z,DEP,16080,731455.8073051344,3901308.428791153
LEMD,2019-12-01T00:00:00Z,ARR,16961,375783.2737028289,2132203.768279074
LEMD,2019-12-01T00:00:00Z,DEP,17041,808136.6682996128,4256040.580161359
LEMD,2020-01-01T00:00:00Z,ARR,16469,324211.71307676984,1980509.4025634248
LEMD,2020-01-01T00:00:00Z,DEP,16574,688778.9602605746,4020022.065213756
LEMD,2020-02-01T00:00:00Z,ARR,15488,274012.3432414681,1789516.5385367356
LEMD,2020-02-01T00:00:00Z,DEP,15556,541168.5411288297,3617836.690132246
LEMD,2020-03-01T00:00:00Z,ARR,9822,181485.62583943567,1145595.1568727137
LEMD,2020-03-01T00:00:00Z,DEP,9843,401582.3509698302,2361815.4268493704
LEMD,2020-04-01T00:00:00Z,ARR,1164,34410.47538797641,181432.20269577432
LEMD,2020-04-01T00:00:00Z,DEP,1240,29149.132483117603,307367.5291502866
LEMD,2020-05-01T00:00:00Z,ARR,1369,47901.36400788803,228389.25299988533
LEMD,2020-05-01T00:00:00Z,DEP,1479,48268.42938046227,417474.6718693312
LEMD,2020-06-01T00:00:00Z,ARR,1772,48212.48981972365,259617.77060143888
LEMD,2020-06-01T00:00:00Z,DEP,1852,42734.46233951871,382942.11976035783
LEMD,2020-07-01T00:00:00Z,ARR,5212,113316.16486116138,688462.4415381054
LEMD,2020-07-01T00:00:00Z,DEP,5327,136076.7654146238,1088031.2694917144
LEMD,2020-08-01T00:00:00Z,ARR,7497,115879.28954175457,856143.8883270671
LEMD,2020-08-01T00:00:00Z,DEP,7557,174446.91300395926,1499734.4700198015
LEMD,2020-09-01T00:00:00Z,ARR,6105,107840.06292754968,718462.768775551
LEMD,2020-09-01T00:00:00Z,DEP,6190,96486.05102893295,1212017.97578373
LEMD,2020-10-01T00:00:00Z,ARR,5549,104926.31337099122,668548.5541130716
LEMD,2020-10-01T00:00:00Z,DEP,5649,82583.59835743002,1117294.4223001609
LEMD,2020-11-01T00:00:00Z,ARR,4874,100600.46640897974,590536.1550937155
LEMD,2020-11-01T00:00:00Z,DEP,4958,92960.69491683782,1019268.6962114008
LEMD,2020-12-01T00:00:00Z,ARR,5920,113206.32488238004,707143.0563291523
LEMD,2020-12-01T00:00:00Z,DEP,6031,119886.5004173404,1244121.2310084947
LEMD,2021-01-01T00:00:00Z,ARR,4962,153971.71637929906,596040.634815619
LEMD,2021-01-01T00:00:00Z,DEP,4952,366728.3708440866,1256741.661571415
LEMD,2021-02-01T00:00:00Z,ARR,4752,93188.21335921924,595065.1954010326
LEMD,2021-02-01T00:00:00Z,DEP,4792,90177.44952534186,969819.77669676
LEMD,2021-03-01T00:00:00Z,ARR,5536,143974.55740815282,690659.467902612
LEMD,2021-03-01T00:00:00Z,DEP,5587,157253.73508463064,1164654.8329188162
LEMD,2021-04-01T00:00:00Z,ARR,5960,114394.19286308564,692779.4383601774
LEMD,2021-04-01T00:00:00Z,DEP,6039,127670.07239636188,1204415.3633598385
LEMD,2021-05-01T00:00:00Z,ARR,6894,161284.71771871808,814994.7094764224
LEMD,2021-05-01T00:00:00Z,DEP,6972,159748.7324652205,1386814.2762464008
LEMD,2021-06-01T00:00:00Z,ARR,8667,187406.06946629836,1027044.6954091784
LEMD,2021-06-01T00:00:00Z,DEP,8730,260549.19632907404,1855161.54693006
LEMD,2021-07-01T00:00:00Z,ARR,10966,234727.35558441197,1343606.9927138498
LEMD,2021-07-01T00:00:00Z,DEP,11168,345423.9583315924,2533128.9800235913
LEMD,2021-08-01T00:00:00Z,ARR,11502,201267.54592974143,1407546.7804632825
LEMD,2021-08-01T00:00:00Z,DEP,11626,316487.79553687037,2614356.8833981613
LEMD,2021-09-01T00:00:00Z,ARR,11355,194526.73587005143,1361252.2070029497
LEMD,2021-09-01T00:00:00Z,DEP,11407,340571.87875702203,2562967.2206263505
LEMD,2021-10-01T00:00:00Z,ARR,11614,262298.25818949396,1466369.4531096013
LEMD,2021-10-01T00:00:00Z,DEP,11712,366137.6540058463,2683048.356117489
LEMD,2021-11-01T00:00:00Z,ARR,11870,281808.2385180659,1454044.526395172
LEMD,2021-11-01T00:00:00Z,DEP,11893,386256.2349938728,2760977.723423876
LEMD,2021-12-01T00:00:00Z,ARR,12514,282906.1205672349,1576322.4576596469
LEMD,2021-12-01T00:00:00Z,DEP,12384,419271.1913029103,2927511.4938113266
LFPG,2019-01-01T00:00:00Z,ARR,19031,661555.1872158707,3481762.8916704548
LFPG,2019-01-01T00:00:00Z,DEP,19062,1885561.363438108,6397803.434393672
LFPG,2019-02-01T00:00:00Z,ARR,17616,537478.5563420217,3063766.914495749
LFPG,2019-02-01T00:00:00Z,DEP,17609,926890.361939991,5019897.180251854
LFPG,2019-03-01T00:00:00Z,ARR,20038,577329.4610539083,3493903.7811150234
LFPG,2019-03-01T00:00:00Z,DEP,20083,1056311.5775235123,5709182.371548787
LFPG,2019-04-01T00:00:00Z,ARR,21411,665578.7900769203,3659145.724575349
LFPG,2019-04-01T00:00:00Z,DEP,21402,1164360.0541693596,6155321.295097074
LFPG,2019-05-01T00:00:00Z,ARR,21954,658178.1676473058,3791606.247760141
LFPG,2019-05-01T00:00:00Z,DEP,21990,1267988.1915242737,6316492.766774183
LFPG,2019-06-01T00:00:00Z,ARR,22154,703923.7952146372,3882339.894033706
LFPG,2019-06-01T00:00:00Z,DEP,22171,1335855.9222707502,6576380.536079071
LFPG,2019-07-01T00:00:00Z,ARR,23517,785900.8863307515,4192962.7062119455
LFPG,2019-07-01T00:00:00Z,DEP,23540,1426938.9364868838,7095775.893773195
LFPG,2019-08-01T00:00:00Z,ARR,23586,795143.9068985946,4233792.274156686
LFPG,2019-08-01T00:00:00Z,DEP,23645,1374877.8316268425,6958688.160306086
LFPG,2019-09-01T00:00:00Z,ARR,22567,775147.6512575304,4027405.5345110926
LFPG,2019-09-01T00:00:00Z,DEP,22548,1241450.8388485687,6423255.97592419
LFPG,2019-10-01T00:00:00Z,ARR,22213,802634.4914585635,4007312.68095756
LFPG,2019-10-01T00:00:00Z,DEP,22239,1271718.499819115,6329212.078329936
LFPG,2019-11-01T00:00:00Z,ARR,19224,705362.5895188856,3483011.086455606
LFPG,2019-11-01T00:00:00Z,DEP,19253,1145012.4725489584,5735758.195256969
LFPG,2019-12-01T00:00:00Z,ARR,19487,776623.9897944084,3638583.8463584
LFPG,2019-12-01T00:00:00Z,DEP,19443,1361587.37769964,5973763.345429703
LFPG,2020-01-01T00:00:00Z,ARR,18930,687285.4262149674,3461967.174604889
LFPG,2020-01-01T00:00:00Z,DEP,18934,1365149.867537058,5848475.702949456
LFPG,2020-02-01T00:00:00Z,ARR,17931,594443.5512904301,3154494.3552703364
LFPG,2020-02-01T00:00:00Z,DEP,17934,911465.661772042,4928353.401777184
LFPG,2020-03-01T00:00:00Z,ARR,11877,328777.0352599973,2187005.810260261
LFPG,2020-03-01T00:00:00Z,DEP,11830,423528.5155594302,3325598.686545521
LFPG,2020-04-01T00:00:00Z,ARR,2124,98117.62931746972,635792.2425555736
LFPG,2020-04-01T00:00:00Z,DEP,2119,47475.86919860214,886807.4319557553
LFPG,2020-05-01T00:00:00Z,ARR,2926,130648.84655257816,901500.9713494204
LFPG,2020-05-01T00:00:00Z,DEP,2938,75318.35817945602,1283353.5456508887
LFPG,2020-06-01T00:00:00Z,ARR,4944,167152.19700515145,1162355.1053048945
LFPG,2020-06-01T00:00:00Z,DEP,4926,99949.96031832724,1610443.7165762775
LFPG,2020-07-01T00:00:00Z,ARR,9560,320396.00183531194,1823835.4924427804
LFPG,2020-07-01T00:00:00Z,DEP,9594,NA,NA
LFPG,2020-08-01T00:00:00Z,ARR,11556,329164.9862348722,1801384.524559729
LFPG,2020-08-01T00:00:00Z,DEP,11488,259574.9070329828,2628747.0219735266
LFPG,2020-09-01T00:00:00Z,ARR,9483,NA,NA
LFPG,2020-09-01T00:00:00Z,DEP,9426,NA,NA
LFPG,2020-10-01T00:00:00Z,ARR,8472,NA,NA
LFPG,2020-10-01T00:00:00Z,DEP,8465,NA,NA
LFPG,2020-11-01T00:00:00Z,ARR,5997,NA,NA
LFPG,2020-11-01T00:00:00Z,DEP,5930,174133.2910463189,1951770.904725985
LFPG,2020-12-01T00:00:00Z,ARR,6992,NA,NA
LFPG,2020-12-01T00:00:00Z,DEP,6957,NA,NA
LFPG,2021-01-01T00:00:00Z,ARR,7143,284790.27094273764,1399834.4512009523
LFPG,2021-01-01T00:00:00Z,DEP,7126,523719.3336130197,2421620.738687273
LFPG,2021-02-01T00:00:00Z,ARR,6122,298286.67321248056,1314900.46956498
LFPG,2021-02-01T00:00:00Z,DEP,6136,NA,NA
LFPG,2021-03-01T00:00:00Z,ARR,7088,277680.85222942336,1513667.626638182
LFPG,2021-03-01T00:00:00Z,DEP,7078,NA,NA
LFPG,2021-04-01T00:00:00Z,ARR,7141,271013.28508649475,1474096.7204016112
LFPG,2021-04-01T00:00:00Z,DEP,7133,184864.79801193933,2058766.0878308795
LFPG,2021-05-01T00:00:00Z,ARR,7590,NA,NA
LFPG,2021-05-01T00:00:00Z,DEP,7600,NA,NA
LFPG,2021-06-01T00:00:00Z,ARR,9360,NA,NA
LFPG,2021-06-01T00:00:00Z,DEP,9389,NA,NA
LFPG,2021-07-01T00:00:00Z,ARR,13675,NA,NA
LFPG,2021-07-01T00:00:00Z,DEP,13702,NA,NA
LFPG,2021-08-01T00:00:00Z,ARR,14706,NA,NA
LFPG,2021-08-01T00:00:00Z,DEP,14716,NA,NA
LFPG,2021-09-01T00:00:00Z,ARR,12886,NA,NA
LFPG,2021-09-01T00:00:00Z,DEP,12844,NA,NA
LFPG,2021-10-01T00:00:00Z,ARR,13405,NA,NA
LFPG,2021-10-01T00:00:00Z,DEP,13405,NA,NA
LFPG,2021-11-01T00:00:00Z,ARR,13979,NA,NA
LFPG,2021-11-01T00:00:00Z,DEP,13981,NA,NA
LFPG,2021-12-01T00:00:00Z,ARR,14843,NA,NA
LFPG,2021-12-01T00:00:00Z,DEP,14856,NA,NA
LIRF,2019-01-01T00:00:00Z,ARR,11485,414211.2495686358,1640074.1519999416
LIRF,2019-01-01T00:00:00Z,DEP,11448,602513.2522845854,2674634.5315999463
LIRF,2019-02-01T00:00:00Z,ARR,10732,3314630.3428937537,4420249.387200068
LIRF,2019-02-01T00:00:00Z,DEP,10675,554742.4071798024,2475182.8987999484
LIRF,2019-03-01T00:00:00Z,ARR,11939,443782.25419552246,1652513.2798974323
LIRF,2019-03-01T00:00:00Z,DEP,11884,668570.4029557006,2833047.0822873353
LIRF,2019-04-01T00:00:00Z,ARR,13133,514940.13906619063,1856749.042569052
LIRF,2019-04-01T00:00:00Z,DEP,13065,911226.9637488708,3364853.068409974
LIRF,2019-05-01T00:00:00Z,ARR,13600,556396.6002864201,1982142.272275304
LIRF,2019-05-01T00:00:00Z,DEP,13515,1120072.792220288,3657275.1311353
LIRF,2019-06-01T00:00:00Z,ARR,14194,632939.3268754231,2152284.5553642204
LIRF,2019-06-01T00:00:00Z,DEP,14022,1317481.476289665,3998399.964672545
LIRF,2019-07-01T00:00:00Z,ARR,14945,692183.8304555236,2315210.5244298754
LIRF,2019-07-01T00:00:00Z,DEP,14655,1554396.7152466788,4361121.580027161
LIRF,2019-08-01T00:00:00Z,ARR,14949,701144.2120781498,2304879.219221071
LIRF,2019-08-01T00:00:00Z,DEP,14741,1563073.2860690153,4396052.827012695
LIRF,2019-09-01T00:00:00Z,ARR,14006,667284.1557253257,2134972.374152129
LIRF,2019-09-01T00:00:00Z,DEP,13877,1413851.9527906196,4085100.0731599056
LIRF,2019-10-01T00:00:00Z,ARR,13157,636921.0198026116,1982710.501978512
LIRF,2019-10-01T00:00:00Z,DEP,13052,1277011.82985817,3831147.895321602
LIRF,2019-11-01T00:00:00Z,ARR,11174,377713.15345005214,1493527.6823999444
LIRF,2019-11-01T00:00:00Z,DEP,11123,900299.854366308,2957175.7978099654
LIRF,2019-12-01T00:00:00Z,ARR,11255,439219.9903918687,1610318.5952936416
LIRF,2019-12-01T00:00:00Z,DEP,11108,759020.9825228341,2810743.5574099664
LIRF,2020-01-01T00:00:00Z,ARR,10574,449533.3551665079,1489446.9839999585
LIRF,2020-01-01T00:00:00Z,DEP,10564,531232.6950548553,2415639.034124132
LIRF,2020-02-01T00:00:00Z,ARR,9664,362378.4847185219,1317765.011999984
LIRF,2020-02-01T00:00:00Z,DEP,9630,464730.8909687409,2127926.436649932
LIRF,2020-03-01T00:00:00Z,ARR,4300,156109.13183378577,579175.6819200773
LIRF,2020-03-01T00:00:00Z,DEP,4244,124965.65912655868,892190.3978355238
LIRF,2020-04-01T00:00:00Z,ARR,1166,57855.23470900796,180242.83481035812
LIRF,2020-04-01T00:00:00Z,DEP,1123,30376.21295722646,234740.6088018717
LIRF,2020-05-01T00:00:00Z,ARR,1341,51278.069204871055,170020.25297784747
LIRF,2020-05-01T00:00:00Z,DEP,1316,22802.98796193577,284245.52832000033
LIRF,2020-06-01T00:00:00Z,ARR,1768,67137.33057110348,214707.32719087027
LIRF,2020-06-01T00:00:00Z,DEP,1743,25458.592446848237,323359.7896249598
LIRF,2020-07-01T00:00:00Z,ARR,3889,107945.42458487266,477325.6935728829
LIRF,2020-07-01T00:00:00Z,DEP,3878,1143.923437796102,693661.8421773764
LIRF,2020-08-01T00:00:00Z,ARR,5048,170420.9160314804,640040.3716825746
LIRF,2020-08-01T00:00:00Z,DEP,5037,-3076.0849686269103,867289.7933982097
LIRF,2020-09-01T00:00:00Z,ARR,4330,143244.1240578353,520989.86653228867
LIRF,2020-09-01T00:00:00Z,DEP,4312,-2197.672424947641,718803.1059025034
LIRF,2020-10-01T00:00:00Z,ARR,4105,172272.07019734077,508467.2632867878
LIRF,2020-10-01T00:00:00Z,DEP,4093,14965.217361495075,702234.8460884942
LIRF,2020-11-01T00:00:00Z,ARR,2634,115566.01199902514,324707.712
LIRF,2020-11-01T00:00:00Z,DEP,2618,4144.735386102837,434510.86085000035
LIRF,2020-12-01T00:00:00Z,ARR,2711,102116.70162402547,316931.0063999991
LIRF,2020-12-01T00:00:00Z,DEP,2691,28953.948324201167,470320.33208999987
LIRF,2021-01-01T00:00:00Z,ARR,2410,83189.45077058474,265493.6651214193
LIRF,2021-01-01T00:00:00Z,DEP,2391,38317.89565006503,421838.4894649246
LIRF,2021-02-01T00:00:00Z,ARR,2102,98751.71118227336,269205.1559999999
LIRF,2021-02-01T00:00:00Z,DEP,2083,38373.85369074834,390809.07479000126
LIRF,2021-03-01T00:00:00Z,ARR,2465,93148.54047791532,285396.2399999995
LIRF,2021-03-01T00:00:00Z,DEP,2444,40162.76957941063,432777.54171000177
LIRF,2021-04-01T00:00:00Z,ARR,3116,92956.2274923042,332404.55672686244
LIRF,2021-04-01T00:00:00Z,DEP,3104,32390.137564711946,512008.979976957
LIRF,2021-05-01T00:00:00Z,ARR,3302,140278.07921197405,392448.3988036008
LIRF,2021-05-01T00:00:00Z,DEP,3298,14622.724847495056,590822.860684187
LIRF,2021-06-01T00:00:00Z,ARR,4319,137020.37057228637,498323.4723014726
LIRF,2021-06-01T00:00:00Z,DEP,4288,42510.39515265399,775571.8441327802
LIRF,2021-07-01T00:00:00Z,ARR,6219,228830.42158813885,825929.5585951906
LIRF,2021-07-01T00:00:00Z,DEP,6187,151865.81270483657,1241137.6519693793
LIRF,2021-08-01T00:00:00Z,ARR,7289,209635.90759881993,905596.6934242313
LIRF,2021-08-01T00:00:00Z,DEP,7235,161079.10189282708,1405942.6253696913
LIRF,2021-09-01T00:00:00Z,ARR,6455,161418.54175170555,761396.7940957774
LIRF,2021-09-01T00:00:00Z,DEP,6434,141607.34878999402,1273824.8493824117
LIRF,2021-10-01T00:00:00Z,ARR,6136,174461.81201016292,803605.0912940493
LIRF,2021-10-01T00:00:00Z,DEP,6094,139235.9388497165,1238408.6387583318
LIRF,2021-11-01T00:00:00Z,ARR,6298,159728.01661037304,776204.3268000031
LIRF,2021-11-01T00:00:00Z,DEP,6272,145535.87762843995,1274008.9676299775
