ICAO,MOF,PHASE,N,TOT_ADD_FUEL,TOT_TXX_FUEL
SBKP,2022-01-01T00:00:00Z,DEP,3817,126004.31045269477,627365.0667925198
SBKP,2022-02-01T00:00:00Z,ARR,4127,105865.94956660738,307492.4972493692
SBKP,2022-02-01T00:00:00Z,DEP,4065,130125.54995608811,623970.0801739554
SBKP,2022-03-01T00:00:00Z,ARR,4738,122330.1285461394,346699.53459641954
SBKP,2022-03-01T00:00:00Z,DEP,4747,167171.0736,762803.6118799999
SBKP,2022-04-01T00:00:00Z,ARR,4975,137306.8066247139,374287.1679982956
SBKP,2022-04-01T00:00:00Z,DEP,4927,162854.22305928124,724627.8432676097
SBKP,2022-05-01T00:00:00Z,ARR,5473,157817.9643844989,409311.2539053291
SBKP,2022-05-01T00:00:00Z,DEP,5414,199790.96341440044,873556.7837427222
SBKP,2022-06-01T00:00:00Z,ARR,4821,131342.01531235725,364548.2935817964
SBKP,2022-06-01T00:00:00Z,DEP,4750,144024.32472959973,711289.2014225625
SBKP,2022-07-01T00:00:00Z,ARR,2,17.285999999999998,94.00800000000001
