ICAO,YEAR,MOF,SRC_PHASE,N,N_VALID,TOT_TXXT,TOT_REF,TOT_ADD,AVG_ADD
EGLL,2019,201911,DEP,19092,19092,417894,339896.59999999934,77997.40000000066,4.0853446469725885
EGLL,2019,201912,ARR,18577,18577,156283,107895.60000000017,48387.39999999985,2.6046939764224497
EGLL,2019,201912,DEP,18557,18557,415503,332349.60000000027,83153.39999999973,4.480972139893288
EGLL,2020,202001,ARR,19024,19024,153859,109724.60000000012,44134.39999999988,2.3199327165685384
EGLL,2020,202001,DEP,19023,19022,408160,340862.0000000001,67297.99999999988,3.5379034801808373
EGLL,2020,202002,ARR,17636,17636,148098,100423.80000000016,47674.19999999984,2.7032320254025763
EGLL,2020,202002,DEP,17655,17654,393779,316182.5999999998,77596.4000000002,4.395400475812858
EGLL,2020,202003,ARR,13066,13066,102835,78033.59999999986,24801.40000000014,1.898163171590398
EGLL,2020,202003,DEP,13014,13014,249073,232943.1999999998,16129.800000000192,1.2394190871369442
EGLL,2020,202004,ARR,2624,2624,20328,17299.400000000012,3028.5999999999876,1.154192073170727
EGLL,2020,202004,DEP,2634,2634,40271,43944.80000000001,-3673.80000000001,-1.394760820045562
EGLL,2020,202005,ARR,3409,3409,25830,21030.400000000023,4799.599999999977,1.4079202112056253
EGLL,2020,202005,DEP,3439,3439,52796,59107.40000000007,-6311.400000000067,-1.8352428031404673
EGLL,2020,202006,ARR,3751,3751,28090,23241.000000000004,4848.999999999996,1.2927219408157815
EGLL,2020,202006,DEP,3738,3738,58869,65395.00000000005,-6526.000000000044,-1.7458533975388024
EGLL,2020,202007,ARR,6092,6092,44549,37049.79999999999,7499.200000000012,1.2309914642153663
EGLL,2020,202007,DEP,6051,6051,107200,107865.20000000006,-665.2000000000553,-0.10993224260453732
EGLL,2020,202008,ARR,7702,7702,54416,45993.80000000006,8422.199999999939,1.0935081796935782
EGLL,2020,202008,DEP,7693,7693,120896,136616.60000000003,-15720.600000000037,-2.0434940855323065
EGLL,2020,202009,ARR,7322,7322,53818,43657.60000000003,10160.399999999972,1.387653646544656
EGLL,2020,202009,DEP,7335,7335,112583,130225.80000000002,-17642.800000000017,-2.405289706884801
EGLL,2020,202010,ARR,9076,9076,72863,52674.60000000008,20188.39999999992,2.224371970030842
EGLL,2020,202010,DEP,9099,9099,145895,164715.79999999996,-18820.79999999996,-2.068447082096929
EGLL,2020,202011,ARR,5793,5793,46335,34654.99999999999,11680.000000000007,2.016226480234767
EGLL,2020,202011,DEP,5838,5838,97377,104538.8,-7161.799999999988,-1.2267557382665275
EGLL,2020,202012,ARR,6487,6487,55632,38883.000000000015,16748.999999999985,2.5819330969631547
EGLL,2020,202012,DEP,6426,6426,113001,112742.59999999996,258.40000000003783,0.04021164021164609
EGLL,2021,202101,ARR,5039,5039,42360,30212.800000000007,12147.199999999992,2.4106370311569743
EGLL,2021,202101,DEP,5071,5071,94262,87533.2,6728.800000000003,1.3269177676986794
EGLL,2021,202102,ARR,4075,4075,31954,24690.800000000007,7263.199999999993,1.7823803680981578
EGLL,2021,202102,DEP,4065,4065,73526,67997.8,5528.199999999997,1.3599507995079945
EGLL,2021,202103,ARR,4919,4919,36982,29662.40000000001,7319.599999999991,1.4880260215490937
EGLL,2021,202103,DEP,4926,4926,84717,88472.99999999994,-3755.999999999942,-0.7624847746650308
EGLL,2021,202104,ARR,5168,5168,38389,31354.80000000004,7034.199999999961,1.3611068111455031
EGLL,2021,202104,DEP,5144,5144,87616,86268.20000000013,1347.799999999872,0.2620139968895552
EGLL,2021,202105,ARR,5779,5779,41849,34280.999999999985,7568.000000000015,1.309569129607201
EGLL,2021,202105,DEP,5775,5775,101436,101700.8,-264.8000000000029,-0.04585281385281436
EGLL,2021,202106,ARR,6771,6771,50880,40242.59999999998,10637.400000000023,1.5710234824988958
EGLL,2021,202106,DEP,6772,6772,124755,112625.40000000013,12129.59999999989,1.7911399881866346
EGLL,2021,202107,ARR,8349,8349,65205,49914.39999999998,15290.60000000002,1.8314289136423547
EGLL,2021,202107,DEP,8343,8343,141269,148231.40000000023,-6962.400000000227,-0.8345199568500812
EGLL,2021,202108,ARR,9694,9694,72875,56820.79999999984,16054.200000000155,1.6560965545698532
EGLL,2021,202108,DEP,9705,9705,166064,172407.19999999943,-6343.19999999943,-0.6536012364759844
EGLL,2021,202109,ARR,10811,10811,90316,62668.00000000009,27647.999999999913,2.5573952455831943
EGLL,2021,202109,DEP,10812,10812,187795,194193.99999999985,-6398.999999999825,-0.5918423973362769
EGLL,2021,202110,ARR,12164,12164,100664,68428.80000000012,32235.19999999988,2.650049325879635
EGLL,2021,202110,DEP,12149,12149,216266,220161.7999999998,-3895.7999999998137,-0.32066836776687907
EGLL,2021,202111,ARR,12009,12009,112704,67848.40000000007,44855.59999999993,3.7351652926971384
EGLL,2021,202111,DEP,12025,12025,214137,216836.79999999996,-2699.7999999999593,-0.2245155925155891
EGLL,2021,202112,ARR,12540,12540,117305,72275.79999999993,45029.20000000007,3.5908452950558267
EGLL,2021,202112,DEP,12505,12504,223453,223707.99999999907,-254.99999999906868,-0.02039347408821726
EGLL,2022,202201,ARR,10499,10499,86416,58914.200000000055,27501.799999999945,2.6194685208115005
EGLL,2022,202201,DEP,10493,10493,186891,190489.3999999999,-3598.399999999907,-0.3429333841608603
EGLL,2022,202202,ARR,7970,7970,75257,43801.000000000015,31455.999999999985,3.946800501882056
EGLL,2022,202202,DEP,8003,8003,143987,145499.4,-1512.3999999999942,-0.18897913282518983
EGLL,2022,202203,ARR,14140,14140,152712,83698.39999999978,69013.60000000022,4.880735502121657
EGLL,2022,202203,DEP,14106,14105,253430,247409.39999999868,6020.6000000013155,0.42684154555131626
EGLL,2022,202204,ARR,16369,16369,178287,95245.79999999984,83041.20000000017,5.073077158042652
EGLL,2022,202204,DEP,16394,16394,311738,288794.1999999981,22943.80000000191,1.3995242161767665
EGLL,2022,202205,ARR,17665,17665,191184,97820.8000000001,93363.1999999999,5.285208038494192
EGLL,2022,202205,DEP,17648,17648,356225,310810.19999999984,45414.80000000016,2.5733680870353672
EGLL,2022,202206,ARR,17443,17443,206643,97542.60000000002,109100.39999999998,6.25468096084389
EGLL,2022,202206,DEP,17451,17451,356429,303749.7999999995,52679.20000000048,3.018692338547962
EGLL,2022,202207,ARR,17089,17089,197386,96825,100561,5.884545614137751
EGLL,2022,202207,DEP,17130,17130,342112,300669.39999999944,41442.60000000056,2.419299474605987
EHAM,2019,201901,ARR,19262,19262,155567.74999999927,125662.10333333288,29905.64666666639,1.5525722493337344
EHAM,2019,201901,DEP,19266,19266,274048.0500000001,205237.74999999267,68810.30000000744,3.57159244264546
EHAM,2019,201902,ARR,18274,18274,190408.16666666575,151833.58333333337,38574.58333333241,2.110899821239598
EHAM,2019,201902,DEP,18293,18293,216658.9166666662,169259.1733333296,47399.74333333658,2.591141055777433
EHAM,2019,201903,ARR,20650,20650,190606.49999999977,147058.46999999956,43548.03000000017,2.108863438256667
EHAM,2019,201903,DEP,20636,20635,247897.65000000037,194365.83666666123,53531.813333339145,2.594224052984693
EHAM,2019,201904,ARR,21774,21773,148047.51666666617,119115.52666666484,28931.99000000133,1.328801267625101
EHAM,2019,201904,DEP,21776,21776,298709.70000000147,252311.24666666708,46398.453333334386,2.1307151604213073
EHAM,2019,201905,ARR,23253,23253,181161.3166666663,143182.10333333287,37979.213333333435,1.633303803093512
EHAM,2019,201905,DEP,23257,23256,333825.8333333354,268856.22666666465,64969.60666667076,2.7936707373009444
EHAM,2019,201906,ARR,22634,22634,215911.61666666667,167445.94999999998,48465.666666666686,2.141277134694119
EHAM,2019,201906,DEP,22612,22612,295643.5000000011,237946.1066666651,57697.39333333602,2.551627159620379
EHAM,2019,201907,ARR,23210,23210,185762.68333333472,150442.3500000001,35320.33333333462,1.521772224615882
EHAM,2019,201907,DEP,23218,23218,292783.2333333329,247308.82999999853,45474.40333333434,1.9585840009188704
EHAM,2019,201908,ARR,23327,23327,212584.5333333333,181636.05333333515,30948.479999998148,1.3267235392462875
EHAM,2019,201908,DEP,23342,23342,254884.11666666795,215582.0833333333,39302.033333334635,1.683747465227257
EHAM,2019,201909,ARR,22885,22885,202726.3166666672,148083.136666665,54643.180000002176,2.3877290801836213
EHAM,2019,201909,DEP,22866,22866,302723.79999999754,238640.9800000004,64082.819999997126,2.802537391760567
EHAM,2019,201910,ARR,23042,23042,211188.2999999998,172478.06666666816,38710.23333333165,1.6799858229898297
EHAM,2019,201910,DEP,23071,23070,279513.7666666651,223129.60000000292,56384.166666662175,2.4440471030196003
EHAM,2019,201911,ARR,19661,19661,203851.63333333263,160776.18333333515,43075.44999999748,2.190908397334697
EHAM,2019,201911,DEP,19660,19660,240069.56666666575,193800.76000000164,46268.80666666414,2.3534489657509736
EHAM,2019,201912,ARR,19893,19893,192106.9166666672,158890.22666666823,33216.689999998984,1.669767757502588
EHAM,2019,201912,DEP,19888,19888,231122.41666666712,185082.91000000015,46039.506666666945,2.3149389916867933
EHAM,2020,202001,ARR,19436,19436,190133.63333333263,160926.92333333526,29206.709999997373,1.502711977773069
EHAM,2020,202001,DEP,19441,19441,210302.96666666665,174678.4866666688,35624.47999999783,1.8324407180699465
EHAM,2020,202002,ARR,18218,18218,161167.23333333287,134953.99,26213.24333333288,1.4388650418999276
EHAM,2020,202002,DEP,18214,18214,197187.88333333377,160122.35333333502,37065.52999999875,2.0350021961128113
EHAM,2020,202003,ARR,13254,13254,115201.24999999964,99852.17333333344,15349.076666666197,1.158071274080745
EHAM,2020,202003,DEP,13157,13157,145348.58333333372,127391.89666666868,17956.686666665046,1.3648009931340763
EHAM,2020,202004,ARR,2471,2470,18050.61666666668,15791.319999999982,2259.296666666698,0.914695006747651
EHAM,2020,202004,DEP,2478,2478,30568.150000000023,29881.710000000076,686.4399999999478,0.27701372074251324
EHAM,2020,202005,ARR,3366,3366,25715.96666666667,22021.253333333516,3694.713333333155,1.0976569617745555
EHAM,2020,202005,DEP,3381,3381,42216.333333333205,40570.303333333446,1646.0299999997587,0.4868470866606799
EHAM,2020,202006,ARR,4613,4613,37751.916666666715,34403.250000000044,3348.6666666666715,0.7259195028542536
EHAM,2020,202006,DEP,4610,4610,53308.383333333215,51326.3233333332,1982.060000000012,0.42994793926247554
EHAM,2020,202007,ARR,8598,8598,71568.9499999998,66607.02666666696,4961.92333333283,0.5771020392338718
EHAM,2020,202007,DEP,8630,8630,89004.3666666669,83815.79666666762,5188.569999999279,0.60122479721892
EHAM,2020,202008,ARR,12283,12283,91006.38333333358,83937.08666666756,7069.296666666021,0.5755350213031036
EHAM,2020,202008,DEP,12311,12311,130587.98333333376,122240.90666666695,8347.076666666791,0.678017761893168
EHAM,2020,202009,ARR,11746,11746,85409.51666666642,73207.91333333359,12201.603333332823,1.038787956183622
EHAM,2020,202009,DEP,11739,11739,129053.31666666684,117404.23000000116,11649.086666665697,0.9923406309451992
EHAM,2020,202010,ARR,10331,10331,94992.6666666664,83478.37666666726,11514.28999999915,1.1145377988577243
EHAM,2020,202010,DEP,10347,10347,107247.21666666665,96000.6800000004,11246.53666666623,1.0869369543506553
EHAM,2020,202011,ARR,7900,7900,75675.58333333342,68518.88000000078,7156.70333333264,0.9059118143459036
EHAM,2020,202011,DEP,7882,7882,78873.93333333344,71777.38000000025,7096.553333333184,0.900349319123723
EHAM,2020,202012,ARR,8490,8490,81701.25000000004,73414.92000000043,8286.329999999609,0.9760106007066676
EHAM,2020,202012,DEP,8485,8485,90770.25000000012,78688.75000000083,12081.499999999289,1.4238656452562506
EHAM,2021,202101,ARR,7816,7815,55652.61666666666,45385.980000000185,10266.636666666476,1.3137091064192548
EHAM,2021,202101,DEP,7500,7500,99785.55000000032,81154.70666666655,18630.84333333376,2.4841124444445013
EHAM,2021,202102,ARR,5743,5743,50611.73333333331,27913.6499999998,22698.08333333351,3.952304254454729
EHAM,2021,202102,DEP,5747,5747,75679.48333333344,52307.556666666584,23371.926666666855,4.066804709703646
EHAM,2021,202103,ARR,6693,6692,40980.90000000004,31502.37666666655,9478.523333333487,1.416396194461071
EHAM,2021,202103,DEP,6678,6677,72129.66666666682,59343.74000000002,12785.926666666795,1.914920872647416
EHAM,2021,202104,ARR,7436,7436,37016.84999999998,30556.37000000016,6460.479999999818,0.8688111888111643
EHAM,2021,202104,DEP,7447,7447,90761.15000000015,69590.40999999967,21170.7400000005,2.8428548408755874
EHAM,2021,202105,ARR,8536,8535,59378.13333333337,50925.28000000025,8452.853333333114,0.99037531732081
EHAM,2021,202105,DEP,8528,8528,86846.79999999978,78597.91000000051,8248.889999999272,0.9672713414633292
EHAM,2021,202106,ARR,10479,10479,69882.9333333334,59020.79999999944,10862.133333333964,1.0365620129147786
EHAM,2021,202106,DEP,10478,10478,133373.68333333364,119360.1200000004,14013.563333333252,1.3374273080104269
EHAM,2021,202107,ARR,15441,15440,118381.91666666672,100122.05666666786,18259.85999999885,1.182633419689045
EHAM,2021,202107,DEP,15455,15455,180407.4833333335,159867.86333333197,20539.620000001567,1.3289951472016543
EHAM,2021,202108,ARR,16779,16779,132201.2500000008,113778.2200000016,18423.0299999992,1.097981405328041
EHAM,2021,202108,DEP,16761,16761,193184.116666667,170907.3933333331,22276.72333333388,1.3290808026569942
EHAM,2021,202109,ARR,16173,16173,124660.50000000032,105506.09333333398,19154.406666666357,1.184344689709167
EHAM,2021,202109,DEP,16177,16177,188848.53333333295,165837.30333333265,23011.23000000033,1.4224658465723143
EHAM,2021,202110,ARR,16711,16711,161696.7666666655,131536.75666666904,30160.00999999646,1.8047998324454824
EHAM,2021,202110,DEP,16733,16733,193896.14999999964,160996.53999999954,32899.6100000001,1.96615131775534
EHAM,2021,202111,ARR,15068,15068,126827.23333333424,106081.29000000111,20745.943333333125,1.3768212990000748
EHAM,2021,202111,DEP,15047,15047,178479.99999999962,152449.98666666728,26030.013333332347,1.729913825568708
EHAM,2021,202112,ARR,15895,15895,148408.06666666718,121754.2266666684,26653.83999999879,1.6768694558036357
EHAM,2021,202112,DEP,15885,15884,190215.8333333337,153244.77333333227,36971.060000001424,2.327566104255945
EHAM,2022,202201,ARR,13785,13785,123037.5999999998,102549.22000000192,20488.379999997895,1.486280739934559
EHAM,2022,202201,DEP,13820,13820,158954.88333333225,132129.73666666748,26825.146666664747,1.941038109020604
EHAM,2022,202202,ARR,12771,12771,113330.90000000024,94498.42666666787,18832.473333332367,1.47462793307747
EHAM,2022,202202,DEP,12714,12714,142371.73333333412,115401.090000001,26970.64333333312,2.1213342247391163
EHAM,2022,202203,ARR,16160,16160,118486.18333333376,96675.44333333409,21810.739999999685,1.3496745049504757
EHAM,2022,202203,DEP,16138,16138,206092.5166666655,177938.54333333447,28153.97333333103,1.7445763622091357
EHAM,2022,202204,ARR,17744,17743,122685.01666666631,95084.63000000006,27600.386666666265,1.5555648236863138
EHAM,2022,202204,DEP,17782,17782,229476.08333333305,194575.34333333393,34900.73999999909,1.9627004836350856
EHAM,2022,202205,ARR,20340,20340,161728.00000000076,124859.80333333316,36868.1966666676,1.8125957063258409
EHAM,2022,202205,DEP,20344,20344,243141.70000000007,204494.1166666679,38647.58333333218,1.899704253506301
EHAM,2022,202206,ARR,19761,19759,160535.20000000132,121425.25000000023,39109.950000001074,1.979348651247587
EHAM,2022,202206,DEP,19791,19791,234276.99999999965,202292.12999999977,31984.86999999988,1.6161320802384862
EHAM,2022,202207,ARR,8,8,146.54999999999998,81.67333333333333,64.87666666666665,8.109583333333331
EHAM,2022,202207,DEP,3,3,36.63333333333333,32.6,4.033333333333331,1.344444444444444
LEBL,2019,201901,ARR,11915,11915,42783.10000000007,33899.65000000028,8883.449999999793,0.7455686109945273
LEBL,2019,201901,DEP,11966,11966,162420.0166666633,146527.88999999975,15892.126666663537,1.328106858320536
LEBL,2019,201902,ARR,11266,11266,39466.14999999987,31059.15000000011,8406.999999999756,0.7462275874311873
LEBL,2019,201902,DEP,11324,11324,143214.73333333945,139872.82000000068,3341.9133333387726,0.2951177440249711
LEBL,2019,201903,ARR,12730,12730,48773.78333333331,38469.59666666677,10304.186666666545,0.8094412149777332
LEBL,2019,201903,DEP,12880,12880,164787.19999999888,156485.69999999963,8301.499999999243,0.6445263975154693
LEBL,2019,201904,ARR,14765,14765,57000.733333333366,45681.96000000033,11318.77333333304,0.766594875268069
LEBL,2019,201904,DEP,14835,14835,231898.9833333418,180242.42999999833,51656.55333334347,3.482073025503436
LEBL,2019,201905,ARR,15430,15430,56639.29999999982,43231.44000000079,13407.859999999033,0.8689475048605984
LEBL,2019,201905,DEP,15521,15521,252743.8833333369,192023.64333333384,60720.24000000307,3.912134527414669
LEBL,2019,201906,ARR,15875,15875,64222.56666666661,49307.43666666741,14915.129999999195,0.9395357480314456
LEBL,2019,201906,DEP,15973,15973,267639.4333333335,193824.8966666647,73814.53666666884,4.621206828189372
LEBL,2019,201907,ARR,16450,16450,65045.4666666664,48721.74000000101,16323.726666665389,0.9923238095237318
LEBL,2019,201907,DEP,16526,16526,277948.8666666519,201103.0433333321,76845.8233333198,4.649995360844717
LEBL,2019,201908,ARR,16199,16199,62496.69999999992,48287.79000000064,14208.909999999276,0.8771473547749414
LEBL,2019,201908,DEP,16294,16294,270433.866666654,199754.93333332997,70678.93333332404,4.337727588886954
LEBL,2019,201909,ARR,15913,15913,65333.350000000166,50692.81000000012,14640.540000000045,0.9200364481870196
LEBL,2019,201909,DEP,15969,15969,277342.59999999194,194024.06333333076,83318.53666666118,5.2175174817872865
LEBL,2019,201910,ARR,15268,15268,57486.83333333346,43473.576666667264,14013.256666666197,0.9178187494541652
LEBL,2019,201910,DEP,15335,15335,249296.71666667113,189596.81999999855,59699.896666672576,3.893048364308613
LEBL,2019,201911,ARR,11735,11735,42059.54999999984,32249.553333333333,9809.99666666651,0.8359605169720077
LEBL,2019,201911,DEP,11873,11873,180157.9500000123,146664.18666666604,33493.76333334626,2.8210025548173383
LEBL,2019,201912,ARR,12460,12460,45447.18333333329,36434.26000000019,9012.9233333331,0.7233485821294622
LEBL,2019,201912,DEP,12520,12520,190671.73333334533,154444.47666666695,36227.25666667835,2.8935508519711144
LEBL,2020,202001,ARR,11642,11642,43477.55000000001,34895.12333333312,8582.426666666892,0.7371952127355172
LEBL,2020,202001,DEP,11682,11682,170822.51666666442,143119.66000000003,27702.85666666439,2.3714138560746783
LEBL,2020,202002,ARR,11410,11410,43069.63333333328,32766.81333333344,10302.81999999984,0.9029640666082244
LEBL,2020,202002,DEP,11438,11438,169055.39999999947,141098.02000000046,27957.379999999015,2.444254240251706
LEBL,2020,202003,ARR,6845,6845,28143.866666666672,22369.69666666646,5774.170000000213,0.8435602629656995
LEBL,2020,202003,DEP,6898,6898,102155.76666666823,84367.77000000054,17787.996666667706,2.5787179858897806
LEBL,2020,202004,ARR,707,707,4026.4333333333343,3440.453333333331,585.9800000000037,0.828826025459694
LEBL,2020,202004,DEP,741,741,7592.283333333344,8259.630000000008,-667.3466666666645,-0.9006027890238387
LEBL,2020,202005,ARR,821,821,4442.1666666666615,3841.880000000003,600.2866666666587,0.7311652456353942
LEBL,2020,202005,DEP,876,876,9177.46666666671,9970.026666666696,-792.5599999999849,-0.9047488584474714
LEBL,2020,202006,ARR,1318,1318,7354.633333333336,6217.733333333334,1136.9000000000024,0.8625948406676801
LEBL,2020,202006,DEP,1350,1350,14516.41666666674,15629.703333333331,-1113.2866666665925,-0.8246567901234017
LEBL,2020,202007,ARR,5104,5104,28596.983333333283,23499.67999999998,5097.303333333304,0.998687957157779
LEBL,2020,202007,DEP,5169,5169,60239.78333333463,58741.96000000012,1497.8233333345052,0.28977042625933547
LEBL,2020,202008,ARR,6975,6975,36015.03333333338,31081.16333333319,4933.870000000188,0.7073648745519983
LEBL,2020,202008,DEP,7007,7007,84706.48333333278,85380.27000000027,-673.7866666674818,-0.0961590790163382
LEBL,2020,202009,ARR,5186,5186,27216.483333333457,23162.67999999995,4053.803333333508,0.78168209281402
LEBL,2020,202009,DEP,5237,5237,61401.58333333224,63767.2633333331,-2365.680000000866,-0.45172426962017687
LEBL,2020,202010,ARR,4403,4403,23605.050000000003,19874.206666666614,3730.8433333333887,0.8473412067529841
LEBL,2020,202010,DEP,4447,4447,51450.883333333964,53001.916666666715,-1551.0333333327508,-0.3487819503784013
LEBL,2020,202011,ARR,2596,2596,14363.283333333286,11786.656666666708,2576.626666666578,0.9925372367744908
LEBL,2020,202011,DEP,2653,2653,28840.233333333563,30783.166666666595,-1942.9333333330324,-0.7323533107173134
LEBL,2020,202012,ARR,3520,3520,19646.54999999998,16157.66666666666,3488.8833333333223,0.9911600378787848
LEBL,2020,202012,DEP,3558,3558,39635.16666666673,37680.8966666668,1954.269999999931,0.5492608206857592
LEBL,2021,202101,ARR,2719,2719,16188.216666666664,13115.126666666672,3073.089999999993,1.1302280250091918
LEBL,2021,202101,DEP,2763,2763,29664.499999999705,29362.92999999999,301.56999999971595,0.10914585595357074
LEBL,2021,202102,ARR,1939,1939,11103.150000000009,9122.876666666683,1980.2733333333256,1.021285886195629
LEBL,2021,202102,DEP,1962,1962,20863.099999999853,20902.353333333333,-39.25333333347953,-0.02000679578668681
LEBL,2021,202103,ARR,2490,2490,14480.550000000012,11624.400000000018,2856.149999999994,1.147048192771082
LEBL,2021,202103,DEP,2562,2562,27726.999999999916,27657.346666666617,69.65333333329909,0.02718709341658824
LEBL,2021,202104,ARR,3114,3114,19586.98333333331,15394.539999999995,4192.443333333316,1.3463209162920091
LEBL,2021,202104,DEP,3152,3152,34743.26666666625,33067.146666666675,1676.119999999573,0.5317639593907276
LEBL,2021,202105,ARR,4598,4598,25351.66666666669,20780.80333333328,4570.863333333407,0.994098158619706
LEBL,2021,202105,DEP,4642,4641,53566.06666666638,50182.50666666714,3383.559999999241,0.7290583925876408
LEBL,2021,202106,ARR,6611,6611,33822.4,27048.653333333277,6773.746666666724,1.0246175565975986
LEBL,2021,202106,DEP,6640,6640,83344.21666666654,74851.95333333356,8492.263333332987,1.2789553212850884
LEBL,2021,202107,ARR,9750,9750,37408.4333333335,29634.85666666667,7773.576666666828,0.797289914529931
LEBL,2021,202107,DEP,9838,9838,132429.5333333339,117816.78333333564,14612.749999998254,1.4853374669646529
LEBL,2021,202108,ARR,10813,10813,43111.58333333346,35436.24666666673,7675.336666666728,0.7098249021239922
LEBL,2021,202108,DEP,10853,10853,147443.16666666247,128605.55666666864,18837.609999993816,1.735705334929864
LEBL,2021,202109,ARR,10288,10288,40237.08333333344,32975.863333333094,7261.220000000343,0.7057951010886803
LEBL,2021,202109,DEP,10383,10383,142877.94999999806,124639.84666666768,18238.10333333038,1.7565350412530465
LEBL,2021,202110,ARR,9893,9893,37690.93333333323,30036.87333333329,7654.059999999947,0.7736844233296216
LEBL,2021,202110,DEP,9967,9967,138140.94999999867,122377.67666666752,15763.273333331148,1.5815464365738083
LEBL,2021,202111,ARR,8811,8811,34625.216666666776,27608.043333333266,7017.173333333514,0.796410547421804
LEBL,2021,202111,DEP,8875,8875,123340.58333333056,109329.45000000142,14011.13333332914,1.5787192488258186
LEBL,2021,202112,ARR,9626,9626,35279.89999999996,28724.280000000093,6555.619999999864,0.6810326199875196
LEBL,2021,202112,DEP,9684,9684,132224.6666666646,119350.40333333508,12874.263333329509,1.3294365276052778
LEBL,2022,202201,ARR,7681,7681,32744.41666666662,27022.799999999977,5721.616666666647,0.7449051772772617
LEBL,2022,202201,DEP,7734,7734,101315.24999999994,93600.6233333342,7714.626666665747,0.9974950435306112
LEBL,2022,202202,ARR,7470,7470,30173.350000000057,24145.54333333324,6027.8066666668165,0.8069352967425457
LEBL,2022,202202,DEP,7492,7492,102785.01666666688,91882.670000001,10902.34666666588,1.4551984338849278
LEBL,2022,202203,ARR,9863,9863,42843.94999999994,28407.72333333296,14436.226666666978,1.4636750143634776
LEBL,2022,202203,DEP,9941,9941,137168.6833333322,86677.88333333422,50490.799999997995,5.079046373604063
LEBL,2022,202204,ARR,12219,12219,47507.716666666696,7579.763333333341,39927.95333333335,3.2676940284256775
LEBL,2022,202204,DEP,12272,12272,175909.2666666714,0,175909.2666666714,14.3341970882229
LEBL,2022,202205,ARR,13192,13192,49441.16666666673,7289.393333333344,42151.77333333339,3.1952526783909483
LEBL,2022,202205,DEP,13273,13273,199376.88333333377,0,199376.88333333377,15.021237349004275
LEBL,2022,202206,ARR,13198,13198,50663.65000000006,6900.403333333343,43763.24666666672,3.315899883820785
LEBL,2022,202206,DEP,13254,13254,198636.7166666661,0,198636.7166666661,14.986925959458734
LEMD,2019,201901,ARR,16285,16285,120285.14999999935,101374.726666668,18910.42333333136,1.1612172756113823
LEMD,2019,201901,DEP,16396,16396,270554.6999999906,223517.7933333256,47036.90666666499,2.868803773277933
LEMD,2019,201902,ARR,14955,14955,115049.19999999942,98444.71000000145,16604.489999997968,1.1102968906718802
LEMD,2019,201902,DEP,15035,15035,246064.8333333142,207123.9966666602,38940.83666665398,2.590012415474159
LEMD,2019,201903,ARR,16846,16846,119467.5499999998,100212.07333333424,19255.476666665578,1.1430296014879249
LEMD,2019,201903,DEP,17075,17075,286599.81666664773,223715.65999999165,62884.15666665608,3.682820302586008
LEMD,2019,201904,ARR,17235,17235,144555.88333333418,120287.45000000104,24268.433333333145,1.4080901266801942
LEMD,2019,201904,DEP,17352,17352,288568.63333334145,239086.0833333241,49482.55000001739,2.8516914476727404
LEMD,2019,201905,ARR,18413,18413,150062.66666666724,126053.45000000336,24009.21666666388,1.3039274787739032
LEMD,2019,201905,DEP,18551,18551,306347.4000000134,256495.2233333211,49852.17666669231,2.687304008770002
LEMD,2019,201906,ARR,18749,18749,165699.30000000002,137972.07666666558,27727.22333333443,1.4788641171974204
LEMD,2019,201906,DEP,18896,18896,317582.13333333656,256992.5666666596,60589.566666676954,3.2064757973474256
LEMD,2019,201907,ARR,19252,19252,164983.09999999983,138351.29666666532,26631.80333333451,1.3833265807882045
LEMD,2019,201907,DEP,19390,19390,324277.8166666776,263884.63333332335,60393.183333354245,3.1146561801626738
LEMD,2019,201908,ARR,18328,18328,156133.98333333325,131461.38666666817,24672.59666666508,1.3461696129782343
LEMD,2019,201908,DEP,18472,18472,307233.8666666651,251996.5899999891,55237.276666675985,2.990324635484841
LEMD,2019,201909,ARR,18415,18415,148075.56666666683,125857.706666669,22217.859999997832,1.206508824327876
LEMD,2019,201909,DEP,18516,18516,310117.31666667294,254775.8933333202,55341.42333335275,2.988843342695655
LEMD,2019,201910,ARR,18407,18407,149245.09999999992,126725.1000000012,22519.99999999872,1.2234476014558984
LEMD,2019,201910,DEP,18526,18526,302935.9833333111,254660.1199999896,48275.863333321526,2.605843859080294
LEMD,2019,201911,ARR,15880,15880,138820.6333333332,113389.93333333316,25430.700000000055,1.601429471032749
LEMD,2019,201911,DEP,16080,16080,267133.33333332656,217799.7366666606,49333.59666666595,3.0680097429518627
LEMD,2019,201912,ARR,16963,16963,143901.10000000065,118048.8566666657,25852.243333334947,1.524037218259444
LEMD,2019,201912,DEP,17041,17041,285030.76666667144,231952.1566666587,53078.61000001273,3.1147591103815935
LEMD,2020,202001,ARR,16471,16471,133897.6166666656,112258.44000000002,21639.176666665575,1.3137743104040784
LEMD,2020,202001,DEP,16574,16574,271734.69999999827,226793.4866666574,44941.21333334086,2.711549012510007
LEMD,2020,202002,ARR,15488,15488,123099.76666666668,104909.83666666778,18189.9299999989,1.174453124999929
LEMD,2020,202002,DEP,15556,15556,249680.0500000169,213833.19666665836,35846.85333335854,2.30437473215213
LEMD,2020,202003,ARR,9822,9821,76321.73333333374,64385.366666666225,11936.36666666752,1.2153921868106627
LEMD,2020,202003,DEP,9843,9843,158733.46666667025,131190.98333333325,27542.483333336975,2.798179755494969
