ICAO,YEAR,MOF,SRC_PHASE,N,N_VALID,TOT_TXXT,TOT_REF,TOT_ADD,AVG_ADD
EDDM,2021,202107,DEP,7950,7950,104001,80319.99999999993,23681.000000000073,2.978742138364789
EDDM,2021,202108,ARR,8780,8780,51929,42987.2,8941.800000000003,1.0184282460136678
EDDM,2021,202108,DEP,8779,8779,113770,83775.00000000007,29994.999999999927,3.4166761590158248
EDDM,2021,202109,ARR,9445,9445,54733,44859.399999999994,9873.600000000006,1.045378507146639
EDDM,2021,202109,DEP,9444,9444,122747,94879.60000000003,27867.39999999995,2.950804743752642
EDDM,2021,202110,ARR,10364,10364,58910,46703.59999999996,12206.400000000038,1.1777692010806675
EDDM,2021,202110,DEP,10367,10367,118116,102102.99999999972,16013.000000000276,1.5446127134176018
EDDM,2021,202111,ARR,9614,9613,53963,43209.00000000001,10753.999999999993,1.1186934359721203
EDDM,2021,202111,DEP,9599,9599,121691,93483.59999999987,28207.40000000011,2.9385769350974176
EDDM,2021,202112,ARR,9483,9483,54355,42693.4,11661.6,1.2297374248655488
EDDM,2021,202112,DEP,9477,9477,127361,92871.9999999999,34489.0000000001,3.639231824417021
EDDM,2022,202201,ARR,8207,8207,46648,37146.19999999999,9501.80000000001,1.157767759229927
EDDM,2022,202201,DEP,8203,8203,115171,80295.9999999999,34875.0000000001,4.251493356089248
EDDM,2022,202202,ARR,7417,7416,40427,33386,7041,0.9494336569579288
EDDM,2022,202202,DEP,7420,7420,84867,72863.3999999999,12003.600000000091,1.6177358490566165
EDDM,2022,202203,ARR,8131,8130,42266,36120.400000000016,6145.599999999984,0.7559163591635897
EDDM,2022,202203,DEP,8145,8145,92165,86078.00000000001,6086.999999999985,0.7473296500920792
EDDM,2022,202204,ARR,11874,11874,63194,53343.99999999999,9850.000000000007,0.8295435405086751
EDDM,2022,202204,DEP,11856,11856,144717,122496.99999999996,22220.00000000003,1.8741565452091793
EDDM,2022,202205,ARR,13436,13436,73536,60983.59999999998,12552.400000000023,0.9342363798749646
EDDM,2022,202205,DEP,13432,13432,157670,136632.79999999984,21037.200000000157,1.5662001191185346
EDDM,2022,202206,ARR,13697,13697,76960,62242.99999999992,14717.00000000008,1.0744688617945597
EDDM,2022,202206,DEP,13705,13705,161114,137408.9999999998,23705.000000000204,1.7296607077709014
EDDM,2022,202207,ARR,12984,12984,73863,59378.3999999999,14484.6000000001,1.1155730129390096
EDDM,2022,202207,DEP,12978,12978,152365,130725.79999999976,21639.200000000244,1.6673755586377137
EGKK,2019,201901,ARR,9884,9882,75287,61429,13858,1.402347702894151
EGKK,2019,201901,DEP,9896,9896,161244,136316.80000000016,24927.199999999837,2.5189167340339367
EGKK,2019,201902,ARR,9961,9960,75473,60423.59999999999,15049.400000000009,1.5109839357429729
EGKK,2019,201902,DEP,9965,9965,188113,139370.80000000008,48742.19999999992,4.891339688911182
EGKK,2019,201903,ARR,11333,11328,89506,72180.40000000002,17325.599999999977,1.5294491525423708
EGKK,2019,201903,DEP,11345,11345,218925,154267.20000000013,64657.79999999987,5.699233142353449
EGKK,2019,201904,ARR,12006,12002,74355,59096.8,15258.200000000004,1.2713047825362442
EGKK,2019,201904,DEP,12000,11999,236445,181600.60000000033,54844.399999999674,4.570747562296831
EGKK,2019,201905,ARR,13039,13033,93675,76288.99999999999,17386.000000000015,1.3339983119772896
EGKK,2019,201905,DEP,13047,13047,266447,184680.4000000004,81766.5999999996,6.2670805549168085
EGKK,2019,201906,ARR,13277,13273,100058,76875.00000000004,23182.999999999956,1.746628493935053
EGKK,2019,201906,DEP,13293,13293,291647,189336.00000000044,102310.99999999956,7.696607236891564
EGKK,2019,201907,ARR,13790,13783,113245,82178.80000000005,31066.199999999953,2.253950518754985
EGKK,2019,201907,DEP,13778,13778,304470,192391.0000000004,112078.9999999996,8.134634925243112
EGKK,2019,201908,ARR,14063,14056,114294,87983.60000000002,26310.39999999998,1.871826977803072
EGKK,2019,201908,DEP,14092,14090,306437,194089.80000000037,112347.19999999963,7.973541518807639
EGKK,2019,201909,ARR,13081,13074,103274,78819.6,24454.39999999999,1.870460455866605
EGKK,2019,201909,DEP,13054,13054,282924,181637.0000000004,101286.9999999996,7.759077677340248
EGKK,2019,201910,ARR,12209,12206,89965,71863.20000000003,18101.799999999977,1.483024741930196
EGKK,2019,201910,DEP,12225,12225,245768,170565.60000000012,75202.39999999988,6.1515255623721785
EGKK,2019,201911,ARR,9235,9235,64068,50934.8,13133.199999999995,1.4221115322144011
EGKK,2019,201911,DEP,9225,9225,153124,133035.8,20088.20000000001,2.1775826558265594
EGKK,2019,201912,ARR,10526,10525,86061,67732.20000000001,18328.79999999999,1.7414536817102126
EGKK,2019,201912,DEP,10533,10533,192027,142652.20000000004,49374.79999999996,4.687629355359343
EGKK,2020,202001,ARR,9333,9332,74466,60373.8,14092.200000000004,1.5100942991855983
EGKK,2020,202001,DEP,9339,9339,149194,125515.59999999998,23678.400000000023,2.5354320591069732
EGKK,2020,202002,ARR,9449,9449,77088,62560.60000000001,14527.399999999989,1.5374536988041048
EGKK,2020,202002,DEP,9452,9452,174032,125787.40000000018,48244.59999999982,5.104168429961893
EGKK,2020,202003,ARR,6914,6911,53707,43469.2,10237.799999999996,1.4813775141079433
EGKK,2020,202003,DEP,6894,6894,119130,95101.80000000002,24028.199999999983,3.4853785900783265
EGKK,2020,202004,ARR,155,155,1062,648.1999999999999,413.80000000000007,2.669677419354839
EGKK,2020,202004,DEP,155,155,1723,1550.8000000000002,172.19999999999982,1.1109677419354826
EGKK,2020,202005,ARR,124,124,801,447,354,2.8548387096774195
EGKK,2020,202005,DEP,121,121,1240,454,786,6.4958677685950414
EGKK,2020,202006,ARR,287,287,2050,1572.4,477.60000000000014,1.6641114982578402
EGKK,2020,202006,DEP,284,284,3031,3805.600000000001,-774.6000000000008,-2.727464788732397
EGKK,2020,202007,ARR,1562,1562,11156,9901.799999999996,1254.2000000000023,0.8029449423815638
EGKK,2020,202007,DEP,1568,1568,16186,20710.200000000004,-4524.200000000004,-2.885331632653064
EGKK,2020,202008,ARR,4070,4069,27871,24265.999999999996,3605.000000000003,0.8859670680756951
EGKK,2020,202008,DEP,4067,4067,45936,56550.80000000007,-10614.800000000068,-2.6099827882960582
EGKK,2020,202009,ARR,3742,3740,25633,22923.8,2709.2000000000007,0.7243850267379681
EGKK,2020,202009,DEP,3747,3747,40771,51852.40000000001,-11081.400000000009,-2.957405924739794
EGKK,2020,202010,ARR,2288,2288,16690,15157.8,1532.199999999999,0.6696678321678317
EGKK,2020,202010,DEP,2287,2287,25518,32012.599999999995,-6494.599999999995,-2.83979011805859
EGKK,2020,202011,ARR,762,761,5650,4614.000000000001,1035.999999999999,1.3613666228646506
EGKK,2020,202011,DEP,749,749,8576,9921.4,-1345.4000000000017,-1.7962616822429929
EGKK,2020,202012,ARR,1442,1440,10473,9096.4,1376.6000000000004,0.9559722222222224
EGKK,2020,202012,DEP,1461,1461,16516,19881.6,-3365.5999999999985,-2.303627652292949
EGKK,2021,202101,ARR,865,865,5958,4928.4000000000015,1029.5999999999983,1.1902890173410388
EGKK,2021,202101,DEP,855,855,10298,11378.399999999996,-1080.399999999996,-1.2636257309941474
EGKK,2021,202102,ARR,373,373,2671,2227.2,443.8000000000002,1.1898123324396788
EGKK,2021,202102,DEP,367,367,4696,5541.4000000000005,-845.4000000000005,-2.3035422343324266
EGKK,2021,202103,ARR,458,458,3180,2839.4,340.5999999999999,0.7436681222707422
EGKK,2021,202103,DEP,438,438,5188,6446.199999999999,-1258.199999999999,-2.872602739726025
EGKK,2021,202104,ARR,518,518,3389,2629.8000000000006,759.1999999999994,1.4656370656370643
EGKK,2021,202104,DEP,512,512,6637,6451,186,0.36328125
EGKK,2021,202105,ARR,945,945,6600,5750.6,849.3999999999996,0.8988359788359784
EGKK,2021,202105,DEP,950,950,11959,13727.4,-1768.3999999999996,-1.861473684210526
EGKK,2021,202106,ARR,1333,1333,9051,7943.4,1107.5999999999997,0.8309077269317325
EGKK,2021,202106,DEP,1327,1327,16230,18769.40000000001,-2539.4000000000087,-1.913639788997746
EGKK,2021,202107,ARR,2472,2472,17336,14853.2,2482.7999999999993,1.0043689320388347
EGKK,2021,202107,DEP,2489,2489,32856,35109.800000000025,-2253.8000000000247,-0.9055042185616812
EGKK,2021,202108,ARR,4103,4103,27865,23928.999999999996,3936.000000000003,0.9592980745795768
EGKK,2021,202108,DEP,4113,4113,58017,57792,225,0.05470459518599562
EGKK,2021,202109,ARR,4088,4088,27658,23482.4,4175.5999999999985,1.0214285714285711
EGKK,2021,202109,DEP,4090,4090,53906,57421.99999999999,-3515.9999999999927,-0.8596577017114897
EGKK,2021,202110,ARR,4072,4072,30564,26127.2,4436.799999999999,1.0895874263261296
EGKK,2021,202110,DEP,4095,4095,50499,55997.59999999997,-5498.599999999969,-1.3427594627594552
EGKK,2021,202111,ARR,3621,3621,27287,23364.6,3922.4000000000015,1.0832366749516713
EGKK,2021,202111,DEP,3614,3614,42437,49477.4,-7040.4000000000015,-1.948090758162701
EGKK,2021,202112,ARR,5070,5068,36420,31110.4,5309.600000000002,1.0476716653512237
EGKK,2021,202112,DEP,5071,5071,66853,71266.60000000005,-4413.6000000000495,-0.8703608755669591
EGKK,2022,202201,ARR,3598,3597,27519,23411.6,4107.4000000000015,1.1418960244648322
EGKK,2022,202201,DEP,3592,3592,43768,49743.19999999999,-5975.19999999999,-1.6634743875278368
EGKK,2022,202202,ARR,4381,4379,34063,29040,5023,1.1470655400776433
EGKK,2022,202202,DEP,4386,4386,55809,59946.79999999992,-4137.799999999916,-0.943410852713159
EGKK,2022,202203,ARR,6116,6114,39611,29995.199999999975,9615.800000000025,1.572751063133795
EGKK,2022,202203,DEP,6135,6135,89765,92099.79999999976,-2334.79999999977,-0.3805704971474768
EGKK,2022,202204,ARR,9424,9423,64477,47643.80000000001,16833.19999999999,1.7863949909795172
EGKK,2022,202204,DEP,9421,9421,156303,134028.7999999999,22274.2000000001,2.3643137671160277
EGKK,2022,202205,ARR,10978,10974,92274,64433.0000000001,27840.999999999894,2.5369965372699013
EGKK,2022,202205,DEP,10985,10985,201683,142578.60000000027,59104.39999999973,5.380464269458328
EGKK,2022,202206,ARR,11011,11009,92470,62708.00000000007,29761.999999999927,2.703424470887449
EGKK,2022,202206,DEP,11016,11015,208844,147575.60000000038,61268.399999999616,5.56226963231953
EGLL,2019,201901,ARR,18920,18920,163256,110045.40000000013,53210.59999999989,2.8123995771670134
EGLL,2019,201901,DEP,18915,18915,401406,339173.2000000005,62232.79999999952,3.2901295268305324
EGLL,2019,201902,ARR,17625,17625,153642,102836.00000000007,50805.99999999993,2.88260992907801
EGLL,2019,201902,DEP,17631,17631,389559,315653.99999999994,73905.00000000006,4.19176450570019
EGLL,2019,201903,ARR,19946,19946,170262,114079.00000000026,56182.99999999974,2.8167552391456803
EGLL,2019,201903,DEP,19974,19974,464791,358086.6000000006,106704.39999999938,5.342164814258505
EGLL,2019,201904,ARR,20172,20172,177770,126327.5999999998,51442.40000000021,2.55018837993259
EGLL,2019,201904,DEP,20165,20165,452897,356345.1999999987,96551.80000000133,4.788088271758062
EGLL,2019,201905,ARR,20840,20839,172524,121545.0000000002,50978.99999999979,2.446326599165017
EGLL,2019,201905,DEP,20846,20846,477681,372311.40000000113,105369.59999999889,5.054667562122176
EGLL,2019,201906,ARR,20453,20453,179147,122063.4,57083.600000000006,2.7909646506624948
EGLL,2019,201906,DEP,20458,20458,482242,363820.5999999991,118421.4000000009,5.788513051129186
EGLL,2019,201907,ARR,21059,21059,193446,123761.2000000002,69684.7999999998,3.309027019326644
EGLL,2019,201907,DEP,21049,21049,500335,375534.4000000003,124800.59999999969,5.9290512613425665
EGLL,2019,201908,ARR,21021,21021,186114,120604.4000000002,65509.5999999998,3.1163883735312212
EGLL,2019,201908,DEP,21020,21020,495192,375822.4000000008,119369.59999999916,5.678858230256858
EGLL,2019,201909,ARR,19528,19528,163419,114691.80000000005,48727.19999999995,2.4952478492421113
EGLL,2019,201909,DEP,19518,19518,442914,347077.80000000034,95836.19999999966,4.910144482016583
EGLL,2019,201910,ARR,20681,20681,175594,122003.19999999994,53590.80000000006,2.5913060296890897
EGLL,2019,201910,DEP,20673,20673,477281,368778.5999999996,108502.40000000036,5.2485077153775634
EGLL,2019,201911,ARR,19073,19073,169459,114370.7999999999,55088.2000000001,2.888281864415671
