ICAO,MOF,PHASE,N,TOT_ADD_FUEL,TOT_TXX_FUEL
SBRJ,2021-08-01T00:00:00Z,DEP,2643,76719.5663999999,302946.30584
SBRJ,2021-09-01T00:00:00Z,ARR,2847,35551.89063607246,108496.98739103485
SBRJ,2021-09-01T00:00:00Z,DEP,2818,87614.17080000002,333778.78538000025
SBRJ,2021-10-01T00:00:00Z,ARR,2881,39210.65462429014,113565.66488170733
SBRJ,2021-10-01T00:00:00Z,DEP,2867,86391.64440000043,336751.22166000004
SBRJ,2021-11-01T00:00:00Z,ARR,3141,47873.174472145045,128746.70712956246
SBRJ,2021-11-01T00:00:00Z,DEP,3140,98971.80720000005,371246.1896000001
SBRJ,2021-12-01T00:00:00Z,ARR,3452,54461.38920000002,144997.6956000001
SBRJ,2021-12-01T00:00:00Z,DEP,3417,115459.64760000027,414010.3886400002
SBRJ,2022-01-01T00:00:00Z,ARR,3065,46526.95197257189,128244.1900816434
SBRJ,2022-01-01T00:00:00Z,DEP,3028,93036.64781435215,359435.2744493934
SBRJ,2022-02-01T00:00:00Z,ARR,2761,40523.72727993586,116208.65558815353
SBRJ,2022-02-01T00:00:00Z,DEP,2719,90189.94560000011,327318.8853199994
SBRJ,2022-03-01T00:00:00Z,ARR,3352,49680.79349263605,139228.5824738524
SBRJ,2022-03-01T00:00:00Z,DEP,3326,118087.44240000009,408240.1165800005
SBRJ,2022-04-01T00:00:00Z,ARR,3868,73173.15524610365,179377.5404180345
SBRJ,2022-04-01T00:00:00Z,DEP,3811,186922.1184000003,522867.1867600005
SBRJ,2022-05-01T00:00:00Z,ARR,4251,75683.08832721377,199231.75542230243
SBRJ,2022-05-01T00:00:00Z,DEP,4190,203132.36519999965,571531.1181799986
SBRJ,2022-06-01T00:00:00Z,ARR,3923,66489.42575923046,178022.85974033896
SBRJ,2022-06-01T00:00:00Z,DEP,3876,186307.57319999984,526845.0076399993
SBRJ,2022-07-01T00:00:00Z,ARR,1,9.071999999999997,36.288
