FIR,ano,mes,dia,mov
BRASIL,2020,10,8,3531
BRASIL,2020,10,9,3692
BRASIL,2020,10,10,2697
BRASIL,2020,10,11,1764
BRASIL,2020,10,12,2881
BRASIL,2020,10,13,3550
BRASIL,2020,10,14,3533
BRASIL,2020,10,15,3262
BRASIL,2020,10,16,3607
BRASIL,2020,10,17,2694
BRASIL,2020,10,18,2373
BRASIL,2020,10,19,3294
BRASIL,2020,10,20,3259
BRASIL,2020,10,21,3315
BRASIL,2020,10,22,3543
BRASIL,2020,10,23,3635
BRASIL,2020,10,24,2328
BRASIL,2020,10,25,2273
BRASIL,2020,10,26,3071
BRASIL,2020,10,27,3221
BRASIL,2020,10,28,3665
BRASIL,2020,10,29,3588
BRASIL,2020,10,30,3582
BRASIL,2020,10,31,2602
BRASIL,2020,11,1,1865
BRASIL,2020,11,2,3008
BRASIL,2020,11,3,3636
BRASIL,2020,11,4,3340
BRASIL,2020,11,5,3466
BRASIL,2020,11,6,4106
BRASIL,2020,11,7,3082
BRASIL,2020,11,8,2783
BRASIL,2020,11,9,3325
BRASIL,2020,11,10,3335
BRASIL,2020,11,11,3560
BRASIL,2020,11,12,3625
BRASIL,2020,11,13,3902
BRASIL,2020,11,14,2902
BRASIL,2020,11,15,2498
BRASIL,2020,11,16,3542
BRASIL,2020,11,17,3501
BRASIL,2020,11,18,3414
BRASIL,2020,11,19,3546
BRASIL,2020,11,20,3809
BRASIL,2020,11,21,2900
BRASIL,2020,11,22,2670
BRASIL,2020,11,23,3578
BRASIL,2020,11,24,3688
BRASIL,2020,11,25,3876
BRASIL,2020,11,26,3968
BRASIL,2020,11,27,3943
BRASIL,2020,11,28,2885
BRASIL,2020,11,29,2609
BRASIL,2020,11,30,3472
BRASIL,2020,12,1,3662
BRASIL,2020,12,2,3694
BRASIL,2020,12,3,3942
BRASIL,2020,12,4,3957
BRASIL,2020,12,5,2746
BRASIL,2020,12,6,2333
BRASIL,2020,12,7,3442
BRASIL,2020,12,8,3640
BRASIL,2020,12,9,3778
BRASIL,2020,12,10,4021
BRASIL,2020,12,11,4135
BRASIL,2020,12,12,3047
BRASIL,2020,12,13,2685
BRASIL,2020,12,14,3689
BRASIL,2020,12,15,3941
BRASIL,2020,12,16,3992
BRASIL,2020,12,17,4170
BRASIL,2020,12,18,4415
BRASIL,2020,12,19,3686
BRASIL,2020,12,20,3074
BRASIL,2020,12,21,3879
BRASIL,2020,12,22,4007
BRASIL,2020,12,23,4069
BRASIL,2020,12,24,2721
BRASIL,2020,12,25,1982
BRASIL,2020,12,26,3559
BRASIL,2020,12,27,3079
BRASIL,2020,12,28,3574
BRASIL,2020,12,29,3792
BRASIL,2020,12,30,3646
BRASIL,2020,12,31,2448
BRASIL,2021,1,1,1777
BRASIL,2021,1,2,2820
BRASIL,2021,1,3,3427
BRASIL,2021,1,4,3888
BRASIL,2021,1,5,3768
BRASIL,2021,1,6,3748
BRASIL,2021,1,7,3752
BRASIL,2021,1,8,3927
BRASIL,2021,1,9,3346
BRASIL,2021,1,10,3151
BRASIL,2021,1,11,3818
BRASIL,2021,1,12,3739
BRASIL,2021,1,13,3590
BRASIL,2021,1,14,3936
BRASIL,2021,1,15,4150
BRASIL,2021,1,16,3316
BRASIL,2021,1,17,2955
BRASIL,2021,1,18,3747
BRASIL,2021,1,19,3773
BRASIL,2021,1,20,3730
BRASIL,2021,1,21,3923
BRASIL,2021,1,22,4082
BRASIL,2021,1,23,3410
BRASIL,2021,1,24,2961
BRASIL,2021,1,25,3817
BRASIL,2021,1,26,3624
BRASIL,2021,1,27,3746
BRASIL,2021,1,28,3818
BRASIL,2021,1,29,4098
BRASIL,2021,1,30,3380
BRASIL,2021,1,31,3054
BRASIL,2021,2,1,3536
BRASIL,2021,2,2,3495
BRASIL,2021,2,3,3473
BRASIL,2021,2,4,3548
BRASIL,2021,2,5,3682
BRASIL,2021,2,6,2717
BRASIL,2021,2,7,2613
BRASIL,2021,2,8,3483
BRASIL,2021,2,9,3485
BRASIL,2021,2,10,3665
BRASIL,2021,2,11,3849
BRASIL,2021,2,12,4154
BRASIL,2021,2,13,3143
BRASIL,2021,2,14,2110
BRASIL,2021,2,15,2449
BRASIL,2021,2,16,2841
BRASIL,2021,2,17,3590
BRASIL,2021,2,18,3544
BRASIL,2021,2,19,3618
BRASIL,2021,2,20,2942
BRASIL,2021,2,21,3023
BRASIL,2021,2,22,3694
BRASIL,2021,2,23,3664
BRASIL,2021,2,24,3607
BRASIL,2021,2,25,3525
BRASIL,2021,2,26,3652
BRASIL,2021,2,27,2767
BRASIL,2021,2,28,2582
BRASIL,2021,3,1,3232
BRASIL,2021,3,2,3367
BRASIL,2021,3,3,3433
BRASIL,2021,3,4,3593
BRASIL,2021,3,5,3545
BRASIL,2021,3,6,2564
BRASIL,2021,3,7,2339
BRASIL,2021,3,8,3165
BRASIL,2021,3,9,3166
BRASIL,2021,3,10,3354
BRASIL,2021,3,11,3532
BRASIL,2021,3,12,3723
BRASIL,2021,3,13,2652
BRASIL,2021,3,14,2356
BRASIL,2021,3,15,3033
BRASIL,2021,3,16,2995
BRASIL,2021,3,17,3015
BRASIL,2021,3,18,3012
BRASIL,2021,3,19,3242
BRASIL,2021,3,20,2374
BRASIL,2021,3,21,2204
BRASIL,2021,3,22,2870
BRASIL,2021,3,23,2558
BRASIL,2021,3,24,2941
BRASIL,2021,3,25,3051
BRASIL,2021,3,26,3412
BRASIL,2021,3,27,2495
BRASIL,2021,3,28,2026
BRASIL,2021,3,29,2931
BRASIL,2021,3,30,2813
BRASIL,2021,3,31,3203
BRASIL,2021,4,1,3529
BRASIL,2021,4,2,2142
BRASIL,2021,4,3,1720
BRASIL,2021,4,4,2329
BRASIL,2021,4,5,3010
BRASIL,2021,4,6,2806
BRASIL,2021,4,7,2899
BRASIL,2021,4,8,3136
BRASIL,2021,4,9,3121
BRASIL,2021,4,10,2338
BRASIL,2021,4,11,2167
BRASIL,2021,4,12,2901
BRASIL,2021,4,13,2762
BRASIL,2021,4,14,3114
BRASIL,2021,4,15,3177
BRASIL,2021,4,16,3434
BRASIL,2021,4,17,2283
BRASIL,2021,4,18,2130
BRASIL,2021,4,19,2833
BRASIL,2021,4,20,3015
BRASIL,2021,4,21,2731
BRASIL,2021,4,22,2927
BRASIL,2021,4,23,3384
BRASIL,2021,4,24,2336
BRASIL,2021,4,25,2417
BRASIL,2021,4,26,3186
BRASIL,2021,4,27,2956
BRASIL,2021,4,28,3108
BRASIL,2021,4,29,3441
BRASIL,2021,4,30,3494
BRASIL,2021,5,1,2679
BRASIL,2021,5,2,2471
BRASIL,2021,5,3,3171
BRASIL,2021,5,4,3146
BRASIL,2021,5,5,3276
BRASIL,2021,5,6,3318
BRASIL,2021,5,7,3472
BRASIL,2021,5,8,2733
BRASIL,2021,5,9,2189
BRASIL,2021,5,10,3322
BRASIL,2021,5,11,3315
BRASIL,2021,5,12,3277
BRASIL,2021,5,13,3451
BRASIL,2021,5,14,3706
BRASIL,2021,5,15,2725
BRASIL,2021,5,16,2729
BRASIL,2021,5,17,3203
BRASIL,2021,5,18,3268
BRASIL,2021,5,19,3584
BRASIL,2021,5,20,3816
BRASIL,2021,5,21,3935
BRASIL,2021,5,22,2510
BRASIL,2021,5,23,2517
BRASIL,2021,5,24,3462
BRASIL,2021,5,25,3458
BRASIL,2021,5,26,3593
BRASIL,2021,5,27,3954
BRASIL,2021,5,28,3741
BRASIL,2021,5,29,2791
BRASIL,2021,5,30,2514
BRASIL,2021,5,31,3293
BRASIL,2021,6,1,3385
BRASIL,2021,6,2,3874
BRASIL,2021,6,3,3568
BRASIL,2021,6,4,2821
BRASIL,2021,6,5,2359
BRASIL,2021,6,6,3065
BRASIL,2021,6,7,3505
BRASIL,2021,6,8,3269
BRASIL,2021,6,9,3587
BRASIL,2021,6,10,3469
BRASIL,2021,6,11,3843
BRASIL,2021,6,12,2873
BRASIL,2021,6,13,2716
BRASIL,2021,6,14,3646
BRASIL,2021,6,15,3566
BRASIL,2021,6,16,3613
BRASIL,2021,6,17,3873
BRASIL,2021,6,18,4018
BRASIL,2021,6,19,2844
BRASIL,2021,6,20,2770
BRASIL,2021,6,21,3505
BRASIL,2021,6,22,3464
BRASIL,2021,6,23,3622
BRASIL,2021,6,24,3757
BRASIL,2021,6,25,4127
BRASIL,2021,6,26,3017
BRASIL,2021,6,27,2826
BRASIL,2021,6,28,3438
BRASIL,2021,6,29,3326
BRASIL,2021,6,30,3474
BRASIL,2021,7,1,4183
BRASIL,2021,7,2,4302
BRASIL,2021,7,3,3267
BRASIL,2021,7,4,3121
BRASIL,2021,7,5,3777
BRASIL,2021,7,6,3799
BRASIL,2021,7,7,4065
BRASIL,2021,7,8,4362
BRASIL,2021,7,9,4334
BRASIL,2021,7,10,3217
BRASIL,2021,7,11,3305
BRASIL,2021,7,12,3964
BRASIL,2021,7,13,3820
BRASIL,2021,7,14,4023
BRASIL,2021,7,15,4202
BRASIL,2021,7,16,4224
BRASIL,2021,7,17,3197
BRASIL,2021,7,18,3190
BRASIL,2021,7,19,3939
BRASIL,2021,7,20,4054
BRASIL,2021,7,21,4293
BRASIL,2021,7,22,4416
BRASIL,2021,7,23,4641
BRASIL,2021,7,24,3628
BRASIL,2021,7,25,3412
BRASIL,2021,7,26,4043
BRASIL,2021,7,27,3932
BRASIL,2021,7,28,3743
BRASIL,2021,7,29,4337
BRASIL,2021,7,30,4508
BRASIL,2021,7,31,3454
BRASIL,2021,8,1,3346
BRASIL,2021,8,2,3955
BRASIL,2021,8,3,4013
BRASIL,2021,8,4,3996
BRASIL,2021,8,5,4182
BRASIL,2021,8,6,4602
BRASIL,2021,8,7,3399
BRASIL,2021,8,8,2983
BRASIL,2021,8,9,3804
BRASIL,2021,8,10,4078
BRASIL,2021,8,11,4242
BRASIL,2021,8,12,4301
BRASIL,2021,8,13,4268
BRASIL,2021,8,14,3346
BRASIL,2021,8,15,3297
BRASIL,2021,8,16,3895
BRASIL,2021,8,17,4091
BRASIL,2021,8,18,4376
BRASIL,2021,8,19,4608
BRASIL,2021,8,20,4749
BRASIL,2021,8,21,3444
BRASIL,2021,8,22,3262
BRASIL,2021,8,23,3958
BRASIL,2021,8,24,4055
BRASIL,2021,8,25,4313
BRASIL,2021,8,26,4363
BRASIL,2021,8,27,4494
BRASIL,2021,8,28,3241
BRASIL,2021,8,29,3057
BRASIL,2021,8,30,4019
BRASIL,2021,8,31,4053
BRASIL,2021,9,1,4475
BRASIL,2021,9,2,4809
BRASIL,2021,9,3,5576
BRASIL,2021,9,4,3994
BRASIL,2021,9,5,2579
BRASIL,2021,9,6,3070
BRASIL,2021,9,7,4080
BRASIL,2021,9,8,4236
BRASIL,2021,9,9,4317
BRASIL,2021,9,10,4610
BRASIL,2021,9,11,3573
BRASIL,2021,9,12,3611
BRASIL,2021,9,13,4043
BRASIL,2021,9,14,4052
BRASIL,2021,9,15,4262
BRASIL,2021,9,16,4210
BRASIL,2021,9,17,4426
BRASIL,2021,9,18,3606
BRASIL,2021,9,19,3281
BRASIL,2021,9,20,4229
BRASIL,2021,9,21,4111
BRASIL,2021,9,22,4346
BRASIL,2021,9,23,4479
BRASIL,2021,9,24,4584
BRASIL,2021,9,25,3611
BRASIL,2021,9,26,3356
BRASIL,2021,9,27,4233
BRASIL,2021,9,28,4301
BRASIL,2021,9,29,4214
BRASIL,2021,9,30,4540
BRASIL,2021,10,1,4373
BRASIL,2021,10,2,3472
BRASIL,2021,10,3,3120
BRASIL,2021,10,4,3902
BRASIL,2021,10,5,4146
BRASIL,2021,10,6,4358
BRASIL,2021,10,7,4448
BRASIL,2021,10,8,5182
BRASIL,2021,10,9,3675
BRASIL,2021,10,10,2223
BRASIL,2021,10,11,2511
BRASIL,2021,10,12,3741
BRASIL,2021,10,13,4362
BRASIL,2021,10,14,4229
BRASIL,2021,10,15,4373
BRASIL,2021,10,16,3537
BRASIL,2021,10,17,3306
BRASIL,2021,10,18,3869
BRASIL,2021,10,19,4043
BRASIL,2021,10,20,4360
BRASIL,2021,10,21,4825
BRASIL,2021,10,22,5013
BRASIL,2021,10,23,3758
BRASIL,2021,10,24,3252
BRASIL,2021,10,25,4261
BRASIL,2021,10,26,4182
BRASIL,2021,10,27,4461
BRASIL,2021,10,28,4619
BRASIL,2021,10,29,5095
BRASIL,2021,10,30,3980
BRASIL,2021,10,31,2604
BRASIL,2021,11,1,3040
BRASIL,2021,11,2,3965
BRASIL,2021,11,3,4638
BRASIL,2021,11,4,4645
BRASIL,2021,11,5,4834
BRASIL,2021,11,6,3823
BRASIL,2021,11,7,3774
BRASIL,2021,11,8,4306
BRASIL,2021,11,9,4430
BRASIL,2021,11,10,4492
BRASIL,2021,11,11,4324
BRASIL,2021,11,12,4593
BRASIL,2021,11,13,3997
BRASIL,2021,11,14,2915
BRASIL,2021,11,15,4087
BRASIL,2021,11,16,4381
BRASIL,2021,11,17,4388
BRASIL,2021,11,18,4293
BRASIL,2021,11,19,4489
BRASIL,2021,11,20,3934
BRASIL,2021,11,21,3625
BRASIL,2021,11,22,4502
BRASIL,2021,11,23,4639
BRASIL,2021,11,24,4841
BRASIL,2021,11,25,4879
BRASIL,2021,11,26,4779
BRASIL,2021,11,27,4035
BRASIL,2021,11,28,3968
BRASIL,2021,11,29,4454
BRASIL,2021,11,30,4624
BRASIL,2021,12,1,4844
BRASIL,2021,12,2,4944
BRASIL,2021,12,3,5014
BRASIL,2021,12,4,4212
BRASIL,2021,12,5,3930
BRASIL,2021,12,6,4513
BRASIL,2021,12,7,4523
BRASIL,2021,12,8,4685
BRASIL,2021,12,9,5208
BRASIL,2021,12,10,5381
BRASIL,2021,12,11,4453
BRASIL,2021,12,12,4057
BRASIL,2021,12,13,4550
BRASIL,2021,12,14,4579
BRASIL,2021,12,15,4612
BRASIL,2021,12,16,5063
BRASIL,2021,12,17,5166
BRASIL,2021,12,18,4430
BRASIL,2021,12,19,3921
BRASIL,2021,12,20,4796
BRASIL,2021,12,21,4924
BRASIL,2021,12,22,4957
BRASIL,2021,12,23,4761
BRASIL,2021,12,24,3362
BRASIL,2021,12,25,2532
BRASIL,2021,12,26,4341
BRASIL,2021,12,27,4814
BRASIL,2021,12,28,4693
BRASIL,2021,12,29,4553
BRASIL,2021,12,30,4156
BRASIL,2021,12,31,3036
BRASIL,2022,1,1,2348
BRASIL,2022,1,2,4008
BRASIL,2022,1,3,4557
BRASIL,2022,1,4,4230
BRASIL,2022,1,5,4265
BRASIL,2022,1,6,4089
BRASIL,2022,1,7,4045
BRASIL,2022,1,8,3638
BRASIL,2022,1,9,3622
BRASIL,2022,1,10,4039
BRASIL,2022,1,11,4041
BRASIL,2022,1,12,4154
BRASIL,2022,1,13,4466
BRASIL,2022,1,14,4584
BRASIL,2022,1,15,3902
BRASIL,2022,1,16,3711
BRASIL,2022,1,17,4293
BRASIL,2022,1,18,4452
BRASIL,2022,1,19,4451
BRASIL,2022,1,20,4615
BRASIL,2022,1,21,4786
BRASIL,2022,1,22,4065
BRASIL,2022,1,23,3721
BRASIL,2022,1,24,4254
BRASIL,2022,1,25,4488
BRASIL,2022,1,26,4459
BRASIL,2022,1,27,4493
BRASIL,2022,1,28,4401
BRASIL,2022,1,29,3604
BRASIL,2022,1,30,3507
BRASIL,2022,1,31,4137
BRASIL,2022,2,1,3906
BRASIL,2022,2,2,4121
BRASIL,2022,2,3,4418
BRASIL,2022,2,4,4334
BRASIL,2022,2,5,3597
BRASIL,2022,2,6,3318
BRASIL,2022,2,7,3929
BRASIL,2022,2,8,4230
BRASIL,2022,2,9,4358
BRASIL,2022,2,10,4606
BRASIL,2022,2,11,4773
BRASIL,2022,2,12,3873
BRASIL,2022,2,13,3534
BRASIL,2022,2,14,4387
BRASIL,2022,2,15,4475
BRASIL,2022,2,16,4646
BRASIL,2022,2,17,4791
BRASIL,2022,2,18,4805
BRASIL,2022,2,19,3872
BRASIL,2022,2,20,3616
BRASIL,2022,2,21,4312
BRASIL,2022,2,22,4643
BRASIL,2022,2,23,4693
BRASIL,2022,2,24,5067
BRASIL,2022,2,25,5718
BRASIL,2022,2,26,4393
BRASIL,2022,2,27,2792
BRASIL,2022,2,28,2813
BRASIL,2022,3,1,3413
BRASIL,2022,3,2,4624
BRASIL,2022,3,3,4222
BRASIL,2022,3,4,4254
BRASIL,2022,3,5,3907
BRASIL,2022,3,6,3685
BRASIL,2022,3,7,4471
BRASIL,2022,3,8,4443
BRASIL,2022,3,9,4438
BRASIL,2022,3,10,4761
BRASIL,2022,3,11,4732
BRASIL,2022,3,12,3565
BRASIL,2022,3,13,3415
BRASIL,2022,3,14,4126
BRASIL,2022,3,15,4332
BRASIL,2022,3,16,4396
BRASIL,2022,3,17,4912
BRASIL,2022,3,18,5087
BRASIL,2022,3,19,3688
BRASIL,2022,3,20,3432
BRASIL,2022,3,21,4254
BRASIL,2022,3,22,4498
BRASIL,2022,3,23,4661
BRASIL,2022,3,24,4681
BRASIL,2022,3,25,4844
BRASIL,2022,3,26,3896
BRASIL,2022,3,27,3797
BRASIL,2022,3,28,4658
BRASIL,2022,3,29,4828
BRASIL,2022,3,30,4616
BRASIL,2022,3,31,4755
BRASIL,2022,4,1,4739
BRASIL,2022,4,2,3636
BRASIL,2022,4,3,3664
BRASIL,2022,4,4,4526
BRASIL,2022,4,5,4652
BRASIL,2022,4,6,4881
BRASIL,2022,4,7,4943
BRASIL,2022,4,8,5123
BRASIL,2022,4,9,4111
BRASIL,2022,4,10,3965
BRASIL,2022,4,11,4538
BRASIL,2022,4,12,4697
BRASIL,2022,4,13,4892
BRASIL,2022,4,14,5266
BRASIL,2022,4,15,3502
BRASIL,2022,4,16,2970
BRASIL,2022,4,17,4169
BRASIL,2022,4,18,4543
BRASIL,2022,4,19,4592
BRASIL,2022,4,20,5093
BRASIL,2022,4,21,4695
BRASIL,2022,4,22,3665
BRASIL,2022,4,23,3415
BRASIL,2022,4,24,4724
BRASIL,2022,4,25,4825
BRASIL,2022,4,26,4975
BRASIL,2022,4,27,5243
BRASIL,2022,4,28,5372
BRASIL,2022,4,29,5305
BRASIL,2022,4,30,4122
BRASIL,2022,5,1,4113
BRASIL,2022,5,2,4613
BRASIL,2022,5,3,4581
BRASIL,2022,5,4,4482
BRASIL,2022,5,5,5146
BRASIL,2022,5,6,5384
BRASIL,2022,5,7,4088
BRASIL,2022,5,8,3651
BRASIL,2022,5,9,4726
BRASIL,2022,5,10,4788
BRASIL,2022,5,11,4810
BRASIL,2022,5,12,5211
BRASIL,2022,5,13,5252
BRASIL,2022,5,14,4105
BRASIL,2022,5,15,3608
BRASIL,2022,5,16,4598
BRASIL,2022,5,17,4695
BRASIL,2022,5,18,4548
BRASIL,2022,5,19,4876
BRASIL,2022,5,20,5458
BRASIL,2022,5,21,4335
BRASIL,2022,5,22,4051
BRASIL,2022,5,23,4730
BRASIL,2022,5,24,4900
BRASIL,2022,5,25,5072
BRASIL,2022,5,26,5033
BRASIL,2022,5,27,5223
BRASIL,2022,5,28,4139
BRASIL,2022,5,29,3906
BRASIL,2022,5,30,4478
BRASIL,2022,5,31,4496
BRASIL,2022,6,1,4614
BRASIL,2022,6,2,4743
BRASIL,2022,6,3,5013
BRASIL,2022,6,4,3957
BRASIL,2022,6,5,3811
BRASIL,2022,6,6,4614
BRASIL,2022,6,7,4633
BRASIL,2022,6,8,4673
BRASIL,2022,6,9,4779
BRASIL,2022,6,10,4839
BRASIL,2022,6,11,3952
BRASIL,2022,6,12,3819
BRASIL,2022,6,13,4893
BRASIL,2022,6,14,4796
BRASIL,2022,6,15,5519
BRASIL,2022,6,16,4740
BRASIL,2022,6,17,3497
BRASIL,2022,6,18,3408
BRASIL,2022,6,19,4319
BRASIL,2022,6,20,4900
BRASIL,2022,6,21,5008
BRASIL,2022,6,22,4971
BRASIL,2022,6,23,5372
BRASIL,2022,6,24,5464
BRASIL,2022,6,25,4260
BRASIL,2022,6,26,3843
BRASIL,2022,6,27,5017
BRASIL,2022,6,28,5102
BRASIL,2022,6,29,5082
BRASIL,2022,6,30,5365
BRASIL,2022,7,1,5679
BRASIL,2022,7,2,4582
BRASIL,2022,7,3,4366
BRASIL,2022,7,4,5013
BRASIL,2022,7,5,5082
BRASIL,2022,7,6,5107
BRASIL,2022,7,7,5271
BRASIL,2022,7,8,5540
BRASIL,2022,7,9,4427
BRASIL,2022,7,10,4348
BRASIL,2022,7,11,4917
BRASIL,2022,7,12,4902
BRASIL,2022,7,13,5010
BRASIL,2022,7,14,5078
BRASIL,2022,7,15,5599
BRASIL,2022,7,16,4452
BRASIL,2022,7,17,4383
BRASIL,2022,7,18,4900
BRASIL,2022,7,19,5071
BRASIL,2022,7,20,5160
BRASIL,2022,7,21,5508
BRASIL,2022,7,22,5436
BRASIL,2022,7,23,4544
BRASIL,2022,7,24,4511
BRASIL,2022,7,25,5112
BRASIL,2022,7,26,5147
BRASIL,2022,7,27,5143
BRASIL,2022,7,28,5359
BRASIL,2022,7,29,5317
BRASIL,2022,7,30,4403
BRASIL,2022,7,31,4502
BRASIL,2022,8,1,4933
BRASIL,2022,8,2,5020
BRASIL,2022,8,3,5054
BRASIL,2022,8,4,5144
BRASIL,2022,8,5,5340
BRASIL,2022,8,6,4191
BRASIL,2022,8,7,4012
BRASIL,2022,8,8,4366
BRASIL,2022,8,9,4351
BRASIL,2022,8,10,4228
BRASIL,2022,8,11,4405
